row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. Nợ PHẢI TRẢ,,574.017.597.026,626.072.683.718,,,574017597026.0,626072683718.0
310,310,310,I. Nợ ngắn hạn,,514.732.714.618,561.069.082.559,,,514732714618.0,561069082559.0
311,311,311,1. Phải trả người bán ngắn hạn,15.1,124.158.921.167,121.408.433.525,,151.0,124158921167.0,121408433525.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,15.2,24.486.938.163,35.269.248.042,,152.0,24486938163.0,35269248042.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,12.282.126.903,17.706.172.209,,16.0,12282126903.0,17706172209.0
314,314,314,4. Phải trả người lao động,,70.458.078.537,73.605.359.273,,,70458078537.0,73605359273.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,24.009.267.248,29.724.951.519,,17.0,24009267248.0,29724951519.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,19,8.168.266.733,8.642.694.676,,19.0,8168266733.0,8642694676.0
319,319,319,7. Phải trả ngắn hạn khác,18,54.994.871.198,59.088.097.529,,18.0,54994871198.0,59088097529.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,21,160.605.138.835,181.129.857.303,,21.0,160605138835.0,181129857303.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,253.800.000,300.000.000,,,253800000.0,300000000.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",20,35.315.305.834,34.194.268.483,,20.0,35315305834.0,34194268483.0
330,330,330,II. Nợ dài hạn,,59.284.882.408,65.003.601.159,,,59284882408.0,65003601159.0
331,331,331,1. Phải trả người bán dài hạn,,301.800.000,-,,,301800000.0,
337,337,337,2. Phải trả dài hạn khác,18,22.667.272.822,19.506.129.461,,18.0,22667272822.0,19506129461.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,21,3.629.236.578,12.240.895.135,,21.0,3629236578.0,12240895135.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,32.3,14.686.573.008,15.256.576.563,,323.0,14686573008.0,15256576563.0
343,343,343,5. Quỹ phát triển khoa học và công nghệ,,18.000.000.000,18.000.000.000,,,18000000000.0,18000000000.0
