row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả các thầu phụ,Ngắn hạn > Phải trả các thầu phụ,Phải trả các thầu phụ,15.402.590.370,10.392.387.723,15402590370.0,10392387723.0
"Nhận ký quỹ, ký cược","Ngắn hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",11.874.076.710,11.181.062.510,11874076710.0,11181062510.0
Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Ngắn hạn > Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,6.551.503.825,6.382.824.376,6551503825.0,6382824376.0
"Kinh phí đo đạc, cấm móc, cấp giấy chứng nhận quyền sử dụng đất (*)","Ngắn hạn > Kinh phí đo đạc, cấm móc, cấp giấy chứng nhận quyền sử dụng đất (*)","Kinh phí đo đạc, cấm móc, cấp giấy chứng nhận quyền sử dụng đất (*)",3.127.120.559,5.598.060.084,3127120559.0,5598060084.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",18.039.579.734,25.533.762.836,18039579734.0,25533762836.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,54.994.871.198,59.088.097.529,54994871198.0,59088097529.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Nhận ký quỹ, ký cược","Dải hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",19.385.767.963,17.300.593.781,19385767963.0,17300593781.0
Phải trả dài hạn khác,Dải hạn > Phải trả dài hạn khác,Phải trả dài hạn khác,2.065.969.179,990.000.000,2065969179.0,990000000.0
Phải trả dài hạn khác cho bên liên quan (Thuyết minh số 32),Dải hạn > Phải trả dài hạn khác cho bên liên quan (Thuyết minh số 32),Phải trả dài hạn khác cho bên liên quan (Thuyết minh số 32),1.215.535.680,1.215.535.680,1215535680.0,1215535680.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,22.667.272.822,19.506.129.461,22667272822.0,19506129461.0
