row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__col_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),,,,,
Tên đơn vị,Tên đơn vị,Tên đơn vị,Tên đơn vị,Tên đơn vị,Tên đơn vị,Tên đơn vị,Tên đơn vị,,,,,
19,Tên đơn vị > 19,19,Công ty Cổ phần Thương mại Công nghiệp và Chế biến gỗ,"29,69%","29,69%","29,69%","29,69%",,0.2969,0.2969,0.2969,0.2969
20,Tên đơn vị > 20,20,Công ty TNHH Nguyên liệu Giấy Quy Nhơn,"22,00%","22,00%","22,00%","22,00%",,0.22,0.22,0.22,0.22
21,Tên đơn vị > 21,21,Công ty Cổ phần Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam,"20,00%","20,00%","20,00%","20,00%",,0.2,0.2,0.2,0.2
22,Tên đơn vị > 22,22,Công ty Cổ phần Nguyên liệu giấy và gỗ Tân Thành (ii),"15,56%","30,10%","15,56%","30,10%",,0.15560000000000002,0.301,0.15560000000000002,0.301
23,Tên đơn vị > 23,23,Công ty Cổ phần Tư vấn và Đầu tư Forprodex (iii),-,-,"27,25%","27,25%",,,,0.2725,0.2725
