row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,1.881.574.697.371,1.707.603.909.637,,,1881574697371.0,1707603909637.0
210,210,210,I. Các khoản phải thu dài hạn,,1.551.540.870,2.787.922.240,,,1551540870.0,2787922240.0
216,216,216,1. Phải thu dài hạn khác,7,1.551.540.870,2.787.922.240,,7.0,1551540870.0,2787922240.0
220,220,220,II. Tài sản cố định,,207.283.103.324,216.557.127.053,,,207283103324.0,216557127053.0
221,221,221,1. Tài sản cố định hữu hình,9,183.753.828.488,192.230.394.154,,9.0,183753828488.0,192230394154.0
222,222,222,Nguyên giá,,1.012.246.210.647,992.566.252.622,,,1012246210647.0,992566252622.0
223,223,223,Giá trị khấu hao lũy kế,,(828.492.382.159),(800.335.858.468),,,-828492382159.0,-800335858468.0
227,227,227,2. Tài sản cố định vô hình,10,23.529.274.836,24.326.732.899,,10.0,23529274836.0,24326732899.0
228,228,228,Nguyên giá,,53.432.999.278,53.432.999.278,,,53432999278.0,53432999278.0
229,229,229,Giá trị hao mòn lũy kế,,(29.903.724.442),(29.106.266.379),,,-29903724442.0,-29106266379.0
230,230,230,III. Bất động sản đầu tư,11,180.059.800.683,193.102.936.188,,11.0,180059800683.0,193102936188.0
231,231,231,1. Nguyên giá,,307.941.466.535,307.623.342.526,,,307941466535.0,307623342526.0
232,232,232,2. Giá trị khấu hao lũy kế,,(127.881.665.852),(114.520.406.338),,,-127881665852.0,-114520406338.0
240,240,240,IV. Tài sản dở dang dài hạn,12,71.698.033.998,41.499.600.398,,12.0,71698033998.0,41499600398.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",12.1,10.000.000.000,10.000.000.000,,121.0,10000000000.0,10000000000.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,12.2,61.698.033.998,31.499.600.398,,122.0,61698033998.0,31499600398.0
250,250,250,V. Đầu tư tài chính dài hạn,,1.349.205.125.800,1.191.318.001.498,,,1349205125800.0,1191318001498.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",13.1,1.302.965.263.822,1.175.078.139.520,,131.0,1302965263822.0,1175078139520.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,13.2,16.024.861.978,16.024.861.978,,132.0,16024861978.0,16024861978.0
255,255,255,3. Đầu tư nắm giữ đến ngày đáo hạn,5,30.215.000.000,215.000.000,,5.0,30215000000.0,215000000.0
260,260,260,VI. Tài sản dài hạn khác,,71.777.092.696,62.338.322.260,,,71777092696.0,62338322260.0
261,261,261,1. Chi phí trả trước dài hạn,14,67.303.344.003,57.652.279.247,,14.0,67303344003.0,57652279247.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,31.3,4.473.748.693,4.686.043.013,,313.0,4473748693.0,4686043013.0
270,270,270,TỔNG CỘNG TÀI SẢN,,5.616.914.411.947,5.445.294.828.161,,,5616914411947.0,5445294828161.0
