row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,511.270.934.806,314.073.184.661,511270934806.0,314073184661.0
Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,,
Công ty và các công ty con,Thuế TNDN theo thuế suất áp dụng cho Tổng > Công ty và các công ty con,Công ty và các công ty con,101.009.054.515,62.199.052.112,101009054515.0,62199052112.0
- Thuế suất 20%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 20%,- Thuế suất 20%,99.307.944.544,61.088.640.276,99307944544.0,61088640276.0
- Thuế suất 15%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 15%,- Thuế suất 15%,1.435.569.642,1.026.953.386,1435569642.0,1026953386.0
- Thuế suất 10%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 10%,- Thuế suất 10%,265.540.329,83.458.450,265540329.0,83458450.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh tăng: > Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,170.221.800,(26.446.801),170221800.0,-26446801.0
Chi phí không được khấu trừ thuế khác,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế khác,Chi phí không được khấu trừ thuế khác,4.001.375.206,2.386.984.326,4001375206.0,2386984326.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,
Ảnh hưởng của các điều chỉnh hợp nhất,Các khoản điều chỉnh giảm > Ảnh hưởng của các điều chỉnh hợp nhất,Ảnh hưởng của các điều chỉnh hợp nhất,(77.974.098.002),(36.305.562.114),-77974098002.0,-36305562114.0
Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Các khoản điều chỉnh giảm > Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,(1.120.382.958),(612.881.111),-1120382958.0,-612881111.0
Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh giảm > Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,(41.080.279),-,-41080279.0,
Lỗ năm trước chuyển sang,Các khoản điều chỉnh giảm > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(236.050.237),(1.319.120.185),-236050237.0,-1319120185.0
Miễn giảm thuế TNDN,Các khoản điều chỉnh giảm > Miễn giảm thuế TNDN,Miễn giảm thuế TNDN,-,(1.195.219.509),,-1195219509.0
Tài sản thuế thu nhập hoãn lại liên quan đến lỗ tính thuế trong năm chưa được ghi nhận,Các khoản điều chỉnh giảm > Tài sản thuế thu nhập hoãn lại liên quan đến lỗ tính thuế trong năm chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại liên quan đến lỗ tính thuế trong năm chưa được ghi nhận,1.079.199.618,818.115.369,1079199618.0,818115369.0
Chi phí thuế TNDN,Các khoản điều chỉnh giảm > Chi phí thuế TNDN,Chi phí thuế TNDN,26.888.239.663,25.944.922.087,26888239663.0,25944922087.0
