row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm(Trình bày lại),Số đầu năm(Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm(Trình bày lại),numeric__Số đầu năm(Trình bày lại)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,9.236.747.377,-,32.982.497.835,-,9236747377.0,,32982497835.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",114.136.589.022,-,127.237.879.447,-,114136589022.0,,127237879447.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",2.167.976.001,-,5.213.519.976,-,2167976001.0,,5213519976.0,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),806.421.079.079,(23.599.353.752),740.684.961.830,(20.880.162.693),806421079079.0,-23599353752.0,740684961830.0,-20880162693.0
Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),129.470.804.430,,148.946.243.456,-,129470804430.0,,148946243456.0,
Thành phẩm,Thành phẩm,Thành phẩm,104.928.027.416,(37.712.794),86.915.827.090,(7.987.558),104928027416.0,-37712794.0,86915827090.0,-7987558.0
Hàng hóa,Hàng hóa,Hàng hóa,72.785.451.412,(4.464.321.472),81.610.981.090,(2.174.007.706),72785451412.0,-4464321472.0,81610981090.0,-2174007706.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.239.146.674.737,(28.101.388.018),1.223.591.910.724,(23.062.157.957),1239146674737.0,-28101388018.0,1223591910724.0,-23062157957.0
