row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.042.896.814.921,4.819.222.144.443,,,5042896814921.0,4819222144443.0
410,410,410,I. Vốn chủ sở hữu,22,5.041.159.958.241,4.817.942.081.217,,22.0,5041159958241.0,4817942081217.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
414,414,414,2. Vốn khác của chủ sở hữu,,9.015.428.100,9.015.428.100,,,9015428100.0,9015428100.0
417,417,417,3. Chênh lệch tỷ giả hối đoài,,(10.234.964.947),(1.251.080.493),,,-10234964947.0,-1251080493.0
418,418,418,4. Quỹ đầu tư phát triển,,235.971.816.537,246.418.564.812,,,235971816537.0,246418564812.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,48.852.285,48.852.285,,,48852285.0,48852285.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,1.207.708.073.182,981.402.331.300,,,1207708073182.0,981402331300.0
421a,421a,421a,- Lợi nhuận đến cuối năm trước,,764.131.207.889,735.523.562.225,,,764131207889.0,735523562225.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,443.576.865.293,245.878.769.075,,,443576865293.0,245878769075.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,23,98.650.753.084,82.307.985.213,,23.0,98650753084.0,82307985213.0
430,430,430,II. Nguồn kính phí và quỹ khác,,1.736.856.680,1.280.063.226,,,1736856680.0,1280063226.0
431,431,431,1. Nguồn kính phí,,962.071.092,492.801.138,,,962071092.0,492801138.0
432,432,432,2. Nguồn kính phí đã hình thành TSCĐ,,774.785.588,787.262.088,,,774785588.0,787262088.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.616.914.411.947,5.445.294.828.161,,,5616914411947.0,5445294828161.0
