row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.735.339.714.576,3.737.690.918.524,,,3735339714576.0,3737690918524.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,175.995.084.474,109.883.455.162,,4.0,175995084474.0,109883455162.0
111,111,111,1. Tiền,,137.595.084.474,80.779.756.532,,,137595084474.0,80779756532.0
112,112,112,2. Các khoản tương đương tiền,,38.400.000.000,29.103.698.630,,,38400000000.0,29103698630.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,2.025.681.105.463,2.112.350.338.177,,,2025681105463.0,2112350338177.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,5,2.025.681.105.463,2.112.350.338.177,,5.0,2025681105463.0,2112350338177.0
130,130,130,III. Các khoản phải thu ngắn hạn,,284.105.160.534,268.482.352.511,,,284105160534.0,268482352511.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,214.353.517.689,188.143.737.625,,6.0,214353517689.0,188143737625.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,8.837.032.287,15.996.785.881,,,8837032287.0,15996785881.0
136,136,136,3. Phải thu ngắn hạn khác,7,93.080.200.578,101.098.531.342,,7.0,93080200578.0,101098531342.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,"6, 7",(32.310.681.703),(36.756.702.337),,,-32310681703.0,-36756702337.0
139,139,139,5. Tài sản thiếu chờ xử lý,,145.091.683,-,,,145091683.0,
140,140,140,IV. Hàng tồn kho,8,1.211.045.286.719,1.200.529.752.767,,8.0,1211045286719.0,1200529752767.0
141,141,141,1. Hàng tồn kho,,1.239.146.674.737,1.223.591.910.724,,,1239146674737.0,1223591910724.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(28.101.388.018),(23.062.157.957),,,-28101388018.0,-23062157957.0
150,150,150,V. Tài sản ngắn hạn khác,,38.513.077.386,46.445.019.907,,,38513077386.0,46445019907.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,2.004.416.315,2.052.368.811,,14.0,2004416315.0,2052368811.0
152,152,152,2. Thuế GTGT được khấu trừ,,34.997.685.576,40.814.973.009,,,34997685576.0,40814973009.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,16,1.510.975.495,3.577.678.087,,16.0,1510975495.0,3577678087.0
