row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2022 > Số dư,Ngày 31 tháng 12 năm 2022 > Dự phòng,Ngày 31 tháng 12 năm 2022 > Giá trị hợp lý,Ngày 31 tháng 12 năm 2021 > Số dư,Ngày 31 tháng 12 năm 2021 > Dự phòng,Ngày 31 tháng 12 năm 2021 > Giá trị hợp lý,numeric__Ngày 31 tháng 12 năm 2022 > Số dư,numeric__Ngày 31 tháng 12 năm 2022 > Dự phòng,numeric__Ngày 31 tháng 12 năm 2022 > Giá trị hợp lý,numeric__Ngày 31 tháng 12 năm 2021 > Số dư,numeric__Ngày 31 tháng 12 năm 2021 > Dự phòng,numeric__Ngày 31 tháng 12 năm 2021 > Giá trị hợp lý
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,1.302.965.263.822,-,1.302.965.263.822,1.175.078.139.520,-,1.175.078.139.520,1302965263822.0,,1302965263822.0,1175078139520.0,,1175078139520.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,16.024.861.978,-,16.024.861.978,16.024.861.978,-,16.024.861.978,16024861978.0,,16024861978.0,16024861978.0,,16024861978.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.318.990.125.800,-,1.318.990.125.800,1.191.103.001.498,-,1.191.103.001.498,1318990125800.0,,1318990125800.0,1191103001498.0,,1191103001498.0
