row_label_raw,row_label_full,Tại 31 tháng 12 năm 2019(Triệu VND),Quá hạn,Khônghuống lãi,Dưới1 tháng,Từ 1 đến3 tháng,Từ 3 đến6 tháng,Từ 6 đến12 tháng,Từ 1 đến5 năm,Trên 5 năm,Tổng cộng,numeric__Quá hạn,numeric__Khônghuống lãi,numeric__Dưới1 tháng,numeric__Từ 1 đến3 tháng,numeric__Từ 3 đến6 tháng,numeric__Từ 6 đến12 tháng,numeric__Từ 1 đến5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,1.290.009,-,-,-,-,-,-,1.290.009,,1290009.0,,,,,,,1290009.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,3.231.833,-,-,-,-,-,3.231.833,,,3231833.0,,,,,,3231833.0
Tiền gửi và cho vaycác TCTD khác - gộp,Tài sản > Tiền gửi và cho vaycác TCTD khác - gộp,Tiền gửi và cho vaycác TCTD khác - gộp,-,-,18.461.331,6.717.469,221.135,-,-,-,25.399.935,,,18461331.0,6717469.0,221135.0,,,,25399935.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,1.310.696,-,-,-,-,-,1.310.696,,,1310696.0,,,,,,1310696.0
Các công cụ tài chính phải sinhvà các khoản nợ tài chính khác,Tài sản > Các công cụ tài chính phải sinhvà các khoản nợ tài chính khác,Các công cụ tài chính phải sinhvà các khoản nợ tài chính khác,-,33.417,-,-,-,-,-,-,33.417,,33417.0,,,,,,,33417.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,2.425.146,-,31.430.255,22.934.182,13.890.559,16.846.089,10.540.791,546.817,98.613.839,2425146.0,,31430255.0,22934182.0,13890559.0,16846089.0,10540791.0,546817.0,98613839.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,84.733,-,1.599.898,2.232.196,2.353.864,6.455.225,7.961.670,20.687.586,,84733.0,,1599898.0,2232196.0,2353864.0,6455225.0,7961670.0,20687586.0
"Gộp vốn, đầu tư dài hạn","Tài sản > Gộp vốn, đầu tư dài hạn","Gộp vốn, đầu tư dài hạn",-,147.848,-,-,-,-,-,-,147.848,,147848.0,,,,,,,147848.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,770.572,-,-,-,-,-,-,770.572,,770572.0,,,,,,,770572.0
Bất động sản đầu tư,Tài sản > Bất động sản đầu tư,Bất động sản đầu tư,-,241.518,-,-,-,-,-,-,241.518,,241518.0,,,,,,,241518.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,-,6.935.880,-,-,-,-,-,-,6.935.880,,6935880.0,,,,,,,6935880.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,2.425.146,9.503.977,54.434.115,31.251.549,16.343.890,19.199.953,16.996.016,8.508.487,158.663.133,2425146.0,9503977.0,54434115.0,31251549.0,16343890.0,19199953.0,16996016.0,8508487.0,158663133.0
