row_label_raw,row_label_full,col_0,col_1,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__col_1,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,11.477.843,9.665.869,,11477843.0,9665869.0
02,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chỉ phí lãi và các chỉ phí tương tự đã trả,(7.588.326),(7.060.746),,-7588326.0,-7060746.0
03,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,355.953,335.013,,355953.0,335013.0
04,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Chênh lệch số tiền thực thu, thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng và chứng khoán)",384.546,399.698,,384546.0,399698.0
05,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Thu nhập khác,722.095,1.520.787,,722095.0,1520787.0
06,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý, bù đáp bằng nguồn rủi ro",43.904,13.455,,43904.0,13455.0
07,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",(2.099.735),(1.959.284),,-2099735.0,-1959284.0
08,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(361.787),(234.669),,-361787.0,-234669.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,2.934.493,2.680.123,,2934493.0,2680123.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09,Những thay đổi về tài sản hoạt động > 09,09,Giảm các khoản tiền gửi và cho vay các TCTD khác,1.164.679,1.498.510,,1164679.0,1498510.0
10,Những thay đổi về tài sản hoạt động > 10,10,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(12.929.439),5.207.761,,-12929439.0,5207761.0
11,Những thay đổi về tài sản hoạt động > 11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(111.187),(103.647),,-111187.0,-103647.0
12,Những thay đổi về tài sản hoạt động > 12,12,Tăng các khoản cho vay khách hàng,(10.255.397),(12.920.027),,-10255397.0,-12920027.0
13,Những thay đổi về tài sản hoạt động > 13,13,Sử dụng dự phòng,(698.532),(2.847.294),,-698532.0,-2847294.0
14,Những thay đổi về tài sản hoạt động > 14,14,Giảm khác về tài sản hoạt động,3.335,216.866,,3335.0,216866.0
Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,,,
15,Những thay đổi về nợ hoạt động > 15,15,Giảm các khoản nợ Chính phủ và NIINNVN,(32.890),(7.043.560),,-32890.0,-7043560.0
16,Những thay đổi về nợ hoạt động > 16,16,Tăng tiền gửi và vay từ các TCTD khác,11.047.022,2.220.865,,11047022.0,2220865.0
17,Những thay đổi về nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,17.549.279,11.382.761,,17549279.0,11382761.0
18,Những thay đổi về nợ hoạt động > 18,18,(Giảm)/tăng phát hành giấy tờ có giá,(8.614.440),7.574.180,,-8614440.0,7574180.0
20,Những thay đổi về nợ hoạt động > 20,20,Tăng/(giảm) khác về nợ hoạt động,63.071,(88.206),,63071.0,-88206.0
I,Những thay đổi về nợ hoạt động > I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,119.994,7.778.332,,119994.0,7778332.0
