row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,50.126,9.142.566,50126.0,9142566.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,679.963,530.532,679963.0,530532.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,21.964.690,11.915.225,21964690.0,11915225.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,2.946.400,2.546.933,2946400.0,2546933.0
,,,25.641.179,24.135.256,25641179.0,24135256.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,,,,
Cho vay các TCTD khác bằng VND,Cho vay các TCTD khác > Cho vay các TCTD khác bằng VND,Cho vay các TCTD khác bằng VND,100.000,1.264.679,100000.0,1264679.0
,,,25.741.179,25.399.935,25741179.0,25399935.0
