row_label_raw,row_label_full,col_0,Tài sản/(Nợ phải trả),Tài sản/(Nợ phải trả)_1,numeric__Tài sản/(Nợ phải trả),numeric__Tài sản/(Nợ phải trả)_1
,,,31/12/2020Triệu VND,31/12/2019Triệu VND,,
Công ty TNHH Khách sạn Nhà Hải,Công ty TNHH Khách sạn Nhà Hải,Công ty TNHH Khách sạn Nhà Hải,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty TNHH Khách sạn Nhà Hải > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(34.862),(45.441),-34862.0,-45441.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty TNHH Khách sạn Nhà Hải > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(77.415),(107.015),-77415.0,-107015.0
Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(4.949),(7.764),-4949.0,-7764.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(618.106),(618.106),-618106.0,-618106.0
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(173.126),(8.418),-173126.0,-8418.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(375.400),(448.400),-375400.0,-448400.0
▪ Tiền vay tại SeABank,Công ty Cổ phần Thăng Long GTC > ▪ Tiền vay tại SeABank,▪ Tiền vay tại SeABank,-,5.332,,5332.0
Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty Cổ phần Tập đoàn BRG và Công ty con > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(139.713),(187.317),-139713.0,-187317.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty Cổ phần Tập đoàn BRG và Công ty con > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(8.500),(17.500),-8500.0,-17500.0
▪ Tiền vay tại SeABank,Công ty Cổ phần Tập đoàn BRG và Công ty con > ▪ Tiền vay tại SeABank,▪ Tiền vay tại SeABank,-,11.795,,11795.0
Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(5.259),(4.382),-5259.0,-4382.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(312.582),(335.627),-312582.0,-335627.0
Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(23.565),(1.401.514),-23565.0,-1401514.0
▪ Tiền gửi có kỳ hạn tại SeABank,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(910.000),(200.000),-910000.0,-200000.0
