row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,31/12/2019,31/12/2019_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2019,numeric__31/12/2019_1
,,,Giá gốcTriệuVND,Tỷ lệ nấmgiữ,Giá gốcTriệu VND,Tỷ lệnấm giữ,,,,
Công ty cổ phần thanh toán Quốc gia Việt Nam,Công ty cổ phần thanh toán Quốc gia Việt Nam,Công ty cổ phần thanh toán Quốc gia Việt Nam,3.300,"1,06%",2.000,"0,83%",3300.0,0.0106,2000.0,0.0083
Công ty cổ phần chứng khoán Bảo Minh,Công ty cổ phần chứng khoán Bảo Minh,Công ty cổ phần chứng khoán Bảo Minh,15.000,"3,00%",15.000,"3,00%",15000.0,0.03,15000.0,0.03
Công ty CP vàng bạc đá quý ASEAN (AJC),Công ty CP vàng bạc đá quý ASEAN (AJC),Công ty CP vàng bạc đá quý ASEAN (AJC),24.102,"10,00%",24.102,"10,00%",24102.0,0.1,24102.0,0.1
Công ty CP Xăng dầu dầu khí Thừa Thiên Huế,Công ty CP Xăng dầu dầu khí Thừa Thiên Huế,Công ty CP Xăng dầu dầu khí Thừa Thiên Huế,4.800,"6,00%",4.800,"6,00%",4800.0,0.06,4800.0,0.06
Công ty CP Xăng dầu dầu khí Sài Gòn,Công ty CP Xăng dầu dầu khí Sài Gòn,Công ty CP Xăng dầu dầu khí Sài Gòn,10.000,"5,00%",10.000,"5,00%",10000.0,0.05,10000.0,0.05
Công ty CP Xăng dầu dầu khí Vũng Tàu,Công ty CP Xăng dầu dầu khí Vũng Tàu,Công ty CP Xăng dầu dầu khí Vũng Tàu,10.000,"8,33%",10.000,"8,33%",10000.0,0.0833,10000.0,0.0833
Công ty CP Sản xuất và chế biến Dầu khí Phú Mỹ,Công ty CP Sản xuất và chế biến Dầu khí Phú Mỹ,Công ty CP Sản xuất và chế biến Dầu khí Phú Mỹ,11.000,"2,20%",11.000,"2,20%",11000.0,0.022000000000000002,11000.0,0.022000000000000002
Công ty CP Xăng dầu dầu khí Tây Ninh,Công ty CP Xăng dầu dầu khí Tây Ninh,Công ty CP Xăng dầu dầu khí Tây Ninh,12.470,"9,59%",12.470,"9,59%",12470.0,0.0959,12470.0,0.0959
Công ty CP Xăng dầu dầu khí Hà Nội,Công ty CP Xăng dầu dầu khí Hà Nội,Công ty CP Xăng dầu dầu khí Hà Nội,7.500,"3,00%",7.500,"3,00%",7500.0,0.03,7500.0,0.03
Công ty CP Xăng dầu dầu khí Thái Bình,Công ty CP Xăng dầu dầu khí Thái Bình,Công ty CP Xăng dầu dầu khí Thái Bình,-,-,8.512,"7,81%",,,8512.0,0.0781
Công ty CP Dịch vụ Dầu khí Thái Bình,Công ty CP Dịch vụ Dầu khí Thái Bình,Công ty CP Dịch vụ Dầu khí Thái Bình,-,-,1.640,"5,86%",,,1640.0,0.058600000000000006
CTCP Dầu tư và Công nghệ VPT,CTCP Dầu tư và Công nghệ VPT,CTCP Dầu tư và Công nghệ VPT,-,-,2.000,"6,67%",,,2000.0,0.0667
Công ty CP Dịch vụ Số liệu Toàn Cầu,Công ty CP Dịch vụ Số liệu Toàn Cầu,Công ty CP Dịch vụ Số liệu Toàn Cầu,2.670,"2,13%",8.000,"2,13%",2670.0,0.0213,8000.0,0.0213
Công ty CP Phát triển Nhân trí Việt Nam,Công ty CP Phát triển Nhân trí Việt Nam,Công ty CP Phát triển Nhân trí Việt Nam,500,"11,43%",500,"11,43%",500.0,0.1143,500.0,0.1143
Công ty CP Tư vấn Dầu tư và Xây dựng Bưu điện(PTICC),Công ty CP Tư vấn Dầu tư và Xây dựng Bưu điện(PTICC),Công ty CP Tư vấn Dầu tư và Xây dựng Bưu điện(PTICC),256,"0,45%",256,"0,45%",256.0,0.0045000000000000005,256.0,0.0045000000000000005
Công ty CP Phát triển Dịch vụ Học tập và Giải trítrực tuyến,Công ty CP Phát triển Dịch vụ Học tập và Giải trítrực tuyến,Công ty CP Phát triển Dịch vụ Học tập và Giải trítrực tuyến,5.940,"6,00%",5.940,"6,00%",5940.0,0.06,5940.0,0.06
Công ty CP đầu tư Bất động sản Phương Nam,Công ty CP đầu tư Bất động sản Phương Nam,Công ty CP đầu tư Bất động sản Phương Nam,20.000,"7,69%",20.000,"7,69%",20000.0,0.07690000000000001,20000.0,0.07690000000000001
Quỹ Dầu tư Chứng khoán Sài Gòn A2,Quỹ Dầu tư Chứng khoán Sài Gòn A2,Quỹ Dầu tư Chứng khoán Sài Gòn A2,4.128,"1,13%",4.128,"1,13%",4128.0,0.0113,4128.0,0.0113
,,,131.666,,147.848,,131666.0,,147848.0,
