row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết tin dụng,Công cụ tài chính phái sinh,Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết tin dụng,numeric__Công cụ tài chính phái sinh,numeric__Kinh doanh và đầu tư chứng khoán
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,99.456.826,117.001.910,4.752.411,33.417,21.916.986,99456826.0,117001910.0,4752411.0,33417.0,21916986.0
Nước ngoài,Nước ngoài,Nước ngoài,421.692,-,-,-,-,421692.0,,,,
,,,99.878.518,117.001.910,4.752.411,33.417,21.916.986,99878518.0,117001910.0,4752411.0,33417.0,21916986.0
