row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019Triệu VND > 6.230,Số phát sinh trong nămTriệu VND > 35.845,Số đã nộp trong nămTriệu VND > (38.569),31/12/2019Triệu VND > 3.506,numeric__1/1/2019Triệu VND > 6.230,numeric__Số phát sinh trong nămTriệu VND > 35.845,numeric__Số đã nộp trong nămTriệu VND > (38.569),numeric__31/12/2019Triệu VND > 3.506
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,111.352,292.731,(234.669),169.414,111352.0,292731.0,-234669.0,169414.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.430,80.977,(79.697),5.710,4430.0,80977.0,-79697.0,5710.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,8.499,(8.499),-,,8499.0,-8499.0,
,,,122.012,418.052,(361.434),178.630,122012.0,418052.0,-361434.0,178630.0
