row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,10.220.573.300.708,10.004.496.699.203,200.0,,10220573300708.0,10004496699203.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,33.420.905.195,32.090.120.826,210.0,,33420905195.0,32090120826.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,8,33.420.905.195,32.090.120.826,216.0,8.0,33420905195.0,32090120826.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,7.211.117.075.518,8.327.158.905.784,220.0,,7211117075518.0,8327158905784.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,7.157.222.119.331,8.271.515.006.763,221.0,12.0,7157222119331.0,8271515006763.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,34.177.134.942.251,34.121.247.015.038,222.0,,34177134942251.0,34121247015038.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(27.019.912.822.920),(25.849.732.008.275),223.0,,-27019912822920.0,-25849732008275.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,53.894.956.187,55.643.899.021,227.0,14.0,53894956187.0,55643899021.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,75.511.076.961,75.511.076.961,228.0,,75511076961.0,75511076961.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(21.616.120.774),(19.867.177.940),229.0,,-21616120774.0,-19867177940.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.436.335.465.046,171.818.380.099,240.0,,1436335465046.0,171818380099.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,1.996.312.053,241.0,,,1996312053.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,13,1.436.335.465.046,169.822.068.046,242.0,13.0,1436335465046.0,169822068046.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5,1.224.938.734.159,1.224.938.734.159,250.0,5.0,1224938734159.0,1224938734159.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,5.2,1.224.938.734.159,1.224.938.734.159,253.0,52.0,1224938734159.0,1224938734159.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,314.761.120.790,248.490.558.335,260.0,,314761120790.0,248490558335.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,11,206.563.746.022,131.347.251.684,261.0,11.0,206563746022.0,131347251684.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,108.197.374.768,117.143.306.651,263.0,,108197374768.0,117143306651.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,15.337.038.378.792,15.531.079.056.956,270.0,,15337038378792.0,15531079056956.0
