row_label_raw,row_label_full,col_0,Nam 2025VND,Nam 2024VND,numeric__Nam 2025VND,numeric__Nam 2024VND
"Mua dịch vụ, hàng hóa","Mua dịch vụ, hàng hóa","Mua dịch vụ, hàng hóa",7.498.079.233.189,7.254.398.483.464,7498079233189.0,7254398483464.0
- Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,- Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,- Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,7.180.472.148.170,7.067.442.727.940,7180472148170.0,7067442727940.0
- Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,- Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,- Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,40.779.323.924,40.683.415.245,40779323924.0,40683415245.0
- Công ty Cổ phần Vật tư - TKV,- Công ty Cổ phần Vật tư - TKV,- Công ty Cổ phần Vật tư - TKV,36.178.939.247,76.499.816.982,36178939247.0,76499816982.0
- Công ty Cổ phần Du lịch và Thương mại - Vinacomin,- Công ty Cổ phần Du lịch và Thương mại - Vinacomin,- Công ty Cổ phần Du lịch và Thương mại - Vinacomin,14.246.688.519,23.077.846.130,14246688519.0,23077846130.0
- Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,- Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,- Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,21.192.261.583,33.480.553.455,21192261583.0,33480553455.0
"- Công ty Cổ phần Đầu Tư, Thương mại và Dịch vụ - Vinacomin","- Công ty Cổ phần Đầu Tư, Thương mại và Dịch vụ - Vinacomin","- Công ty Cổ phần Đầu Tư, Thương mại và Dịch vụ - Vinacomin",12.926.370.134,-,12926370134.0,
- Trường Cao đẳng Than - Khoáng sản Việt Nam,- Trường Cao đẳng Than - Khoáng sản Việt Nam,- Trường Cao đẳng Than - Khoáng sản Việt Nam,4.653.724.500,1.112.541.000,4653724500.0,1112541000.0
- Trường Quản trị kinh doanh - Vinacomin,- Trường Quản trị kinh doanh - Vinacomin,- Trường Quản trị kinh doanh - Vinacomin,2.744.770.239,1.203.975.070,2744770239.0,1203975070.0
- Công ty Cổ phần Xuất nhập khẩu than - Vinacomin,- Công ty Cổ phần Xuất nhập khẩu than - Vinacomin,- Công ty Cổ phần Xuất nhập khẩu than - Vinacomin,34.269.773.350,607.212.728,34269773350.0,607212728.0
- Bệnh viện Than - Khoáng sản,- Bệnh viện Than - Khoáng sản,- Bệnh viện Than - Khoáng sản,1.273.947.599,1.332.437.034,1273947599.0,1332437034.0
- Viện Cơ khí năng lượng và Mỏ - Vinacomin,- Viện Cơ khí năng lượng và Mỏ - Vinacomin,- Viện Cơ khí năng lượng và Mỏ - Vinacomin,5.814.248.576,3.676.147.522,5814248576.0,3676147522.0
- Viện Khoa học Công nghệ Mỏ - Vinacomin,- Viện Khoa học Công nghệ Mỏ - Vinacomin,- Viện Khoa học Công nghệ Mỏ - Vinacomin,1.006.571.049,1.653.341.929,1006571049.0,1653341929.0
- Công ty TNHH MTV Môi trường - TKV,- Công ty TNHH MTV Môi trường - TKV,- Công ty TNHH MTV Môi trường - TKV,770.873.320,669.938.970,770873320.0,669938970.0
Trung tâm Y tế Than Khu vực Mạo Khê,Trung tâm Y tế Than Khu vực Mạo Khê,Trung tâm Y tế Than Khu vực Mạo Khê,164.421.100,-,164421100.0,
"- Công ty Cổ phần Tín học, Công nghệ, Môi trường - Vinacomin","- Công ty Cổ phần Tín học, Công nghệ, Môi trường - Vinacomin","- Công ty Cổ phần Tín học, Công nghệ, Môi trường - Vinacomin",2.187.141.870,700.090.757,2187141870.0,700090757.0
