row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,447.056.615.731,394.732.190.521,447056615731.0,394732190521.0
- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,181.497.186.038,169.294.045.016,181497186038.0,169294045016.0
- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,2.949.937.007,4.152.237.402,2949937007.0,4152237402.0
- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,10.587.668.884,6.417.152.983,10587668884.0,6417152983.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,13.461.931.080,12.037.393.961,13461931080.0,12037393961.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",2.210.135.690,4.331.925.330,2210135690.0,4331925330.0
- (Hoàn nhập)/Chi phí dự phòng,- (Hoàn nhập)/Chi phí dự phòng,- (Hoàn nhập)/Chi phí dự phòng,-,2.934.779.500,,2934779500.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,64.420.071.622,47.116.988.671,64420071622.0,47116988671.0
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,171.929.685.410,148.447.667.658,171929685410.0,148447667658.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,93.443.343,420.932.768,93443343.0,420932768.0
"- Chi phí vật liệu, bao bì","- Chi phí vật liệu, bao bì","- Chi phí vật liệu, bao bì",72.494.164,17.957.001,72494164.0,17957001.0
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,20.949.179,402.975.767,20949179.0,402975767.0
Cộng,Cộng,Cộng,447.150.059.074,395.153.123.289,447150059074.0,395153123289.0
