row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị VND,31/12/2025 > Dự phòng VND,01/01/2025 > Giá trị VND,01/01/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị VND,numeric__31/12/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị VND,numeric__01/01/2025 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,27.886.854.405,(2.934.779.500),42.069.431.300,(2.934.779.500),27886854405.0,-2934779500.0,42069431300.0,-2934779500.0
"- Phải thu về lợi nhuận, cổ tức được chia","- Phải thu về lợi nhuận, cổ tức được chia","- Phải thu về lợi nhuận, cổ tức được chia",-,-,10.815.000.000,-,,,10815000000.0,
- Dự thu lãi tiền gửi,- Dự thu lãi tiền gửi,- Dự thu lãi tiền gửi,4.713.041.593,-,5.136.542.466,-,4713041593.0,,5136542466.0,
- Thuế GTGT tiên điện bán ra,- Thuế GTGT tiên điện bán ra,- Thuế GTGT tiên điện bán ra,7.370.577.125,-,8.575.767.157,-,7370577125.0,,8575767157.0,
- Tạm ứng,- Tạm ứng,- Tạm ứng,6.065.152.790,-,8.321.171.433,-,6065152790.0,,8321171433.0,
"- Ký quỹ, ký cược ngắn hạn","- Ký quỹ, ký cược ngắn hạn","- Ký quỹ, ký cược ngắn hạn",232.000.000,-,1.595.766.320,-,232000000.0,,1595766320.0,
- Các khoản phải thu khác,- Các khoản phải thu khác,- Các khoản phải thu khác,9.506.082.897,(2.934.779.500),7.625.183.924,(2.934.779.500),9506082897.0,-2934779500.0,7625183924.0,-2934779500.0
Dài hạn,Dài hạn,Dài hạn,33.420.905.195,-,32.090.120.826,-,33420905195.0,,32090120826.0,
"- Ký quỹ, ký cược dài hạn","- Ký quỹ, ký cược dài hạn","- Ký quỹ, ký cược dài hạn",30.182.972.891,-,29.192.046.619,-,30182972891.0,,29192046619.0,
"- Lãi ký quỹ, ký cược dài hạn","- Lãi ký quỹ, ký cược dài hạn","- Lãi ký quỹ, ký cược dài hạn",3.237.932.304,-,2.898.074.207,-,3237932304.0,,2898074207.0,
Cộng,Cộng,Cộng,61.307.759.600,(2.934.779.500),74.159.552.126,(2.934.779.500),61307759600.0,-2934779500.0,74159552126.0,-2934779500.0
