row_label_raw,row_label_full,col_0,01/01/2025VND,Số phải nộp trong nămVND,Số đã thực nộp trong nămVND,31/12/2025VND,numeric__01/01/2025VND,numeric__Số phải nộp trong nămVND,numeric__Số đã thực nộp trong nămVND,numeric__31/12/2025VND
Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,,,,
- Thuế giá trị gia tăng,Thuế và các khoản phải nộp > - Thuế giá trị gia tăng,- Thuế giá trị gia tăng,1.530.115.711,157.274.445.953,145.399.996.943,13.404.564.721,1530115711.0,157274445953.0,145399996943.0,13404564721.0
- Thuế thu nhập doanh nghiệp,Thuế và các khoản phải nộp > - Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,25.144.889.205,57.907.925.230,50.144.889.405,32.907.925.030,25144889205.0,57907925230.0,50144889405.0,32907925030.0
- Thuế thu nhập cá nhân,Thuế và các khoản phải nộp > - Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,544.946.829,19.027.639.937,18.355.670.265,1.216.916.501,544946829.0,19027639937.0,18355670265.0,1216916501.0
- Thuế tài nguyên,Thuế và các khoản phải nộp > - Thuế tài nguyên,- Thuế tài nguyên,4.170.496.322,101.836.835.292,87.258.634.941,18.748.696.673,4170496322.0,101836835292.0,87258634941.0,18748696673.0
"- Thuế nhà đất, tiền thuê đất","Thuế và các khoản phải nộp > - Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",-,4.306.161.677,4.306.161.677,-,,4306161677.0,4306161677.0,
- Các loại thuế khác,Thuế và các khoản phải nộp > - Các loại thuế khác,- Các loại thuế khác,-,6.146.199.370,6.146.199.370,-,,6146199370.0,6146199370.0,
"- Phí, lệ phí và các khoản phải nộp khác","Thuế và các khoản phải nộp > - Phí, lệ phí và các khoản phải nộp khác","- Phí, lệ phí và các khoản phải nộp khác",5.306.962.172,42.298.576.499,38.542.278.578,9.063.260.093,5306962172.0,42298576499.0,38542278578.0,9063260093.0
,,,36.697.410.239,388.797.783.958,350.153.831.179,75.341.363.018,36697410239.0,388797783958.0,350153831179.0,75341363018.0
,,,01/01/2025VND,Số phải nộp trong nămVND,Số đã thực nộp trong nămVND,31/12/2025VND,,,,
Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,,,,
- Thuế giá trị gia tăng,Thuế và các khoản phải thu > - Thuế giá trị gia tăng,- Thuế giá trị gia tăng,33.197.360.965,21.946.711.372,-,11.250.649.593,33197360965.0,21946711372.0,,11250649593.0
- Thuế thu nhập doanh nghiệp,Thuế và các khoản phải thu > - Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,14.774.222.857,102.835.075,472.248.074,15.143.635.856,14774222857.0,102835075.0,472248074.0,15143635856.0
- Thuế thu nhập cá nhân,Thuế và các khoản phải thu > - Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,806.286.327,80.299.286,215.262.387,941.249.428,806286327.0,80299286.0,215262387.0,941249428.0
- Thuế tài nguyên,Thuế và các khoản phải thu > - Thuế tài nguyên,- Thuế tài nguyên,1.489.306.969,1.489.306.969,-,-,1489306969.0,1489306969.0,,
"- Thuế nhà đất, tiền thuê đất","Thuế và các khoản phải thu > - Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",-,-,1.995.849.488,1.995.849.488,,,1995849488.0,1995849488.0
- Các loại thuế khác,Thuế và các khoản phải thu > - Các loại thuế khác,- Các loại thuế khác,416.161.608,-,-,416.161.608,416161608.0,,,416161608.0
,,,50.683.338.726,23.619.152.702,2.683.359.949,29.747.545.973,50683338726.0,23619152702.0,2683359949.0,29747545973.0
