row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Số có khả năngtrả nợVND,01/01/2025 > Giá trịVND,01/01/2025 > Số có khả năngtrả nợVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Số có khả năngtrả nợVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Số có khả năngtrả nợVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.778.144.015.469,2.778.144.015.469,2.716.419.300.088,2.716.419.300.088,2778144015469.0,2778144015469.0,2716419300088.0,2716419300088.0
- Công ty Kho vận và Cảng Cẩm Phá - Vinacomin,- Công ty Kho vận và Cảng Cẩm Phá - Vinacomin,- Công ty Kho vận và Cảng Cẩm Phá - Vinacomin,1.360.617.116.689,1.360.617.116.689,1.734.463.368.823,1.734.463.368.823,1360617116689.0,1360617116689.0,1734463368823.0,1734463368823.0
- Tổng Công ty Đông Bắc,- Tổng Công ty Đông Bắc,- Tổng Công ty Đông Bắc,150.376.535.296,150.376.535.296,352.669.092.670,352.669.092.670,150376535296.0,150376535296.0,352669092670.0,352669092670.0
- Tập đoàn Điện lực Việt Nam,- Tập đoàn Điện lực Việt Nam,- Tập đoàn Điện lực Việt Nam,19.191.501.838,19.191.501.838,43.152.188.503,43.152.188.503,19191501838.0,19191501838.0,43152188503.0,43152188503.0
- Tổng công ty Xây dựng số 1 - CTCP,- Tổng công ty Xây dựng số 1 - CTCP,- Tổng công ty Xây dựng số 1 - CTCP,479.995.370.830,479.995.370.830,40.691.100.749,40.691.100.749,479995370830.0,479995370830.0,40691100749.0,40691100749.0
- Công ty Cổ phần Lilama 69-1 Phả Lại,- Công ty Cổ phần Lilama 69-1 Phả Lại,- Công ty Cổ phần Lilama 69-1 Phả Lại,5.761.275.655,5.761.275.655,44.569.213.766,44.569.213.766,5761275655.0,5761275655.0,44569213766.0,44569213766.0
- Công ty TNHH Thương mại vật tư Phúc Khang,- Công ty TNHH Thương mại vật tư Phúc Khang,- Công ty TNHH Thương mại vật tư Phúc Khang,13.358.918.451,13.358.918.451,30.591.271.308,30.591.271.308,13358918451.0,13358918451.0,30591271308.0,30591271308.0
- Công ty Cổ phần Vật tư và Thiết bị công nghiệp,- Công ty Cổ phần Vật tư và Thiết bị công nghiệp,- Công ty Cổ phần Vật tư và Thiết bị công nghiệp,6.353.428.484,6.353.428.484,20.025.865.025,20.025.865.025,6353428484.0,6353428484.0,20025865025.0,20025865025.0
- Công ty Kinh doanh than Hà Bắc - Chi nhánh Công tyCổ phần Kinh doanh than Miền Bắc - Vinacomin,- Công ty Kinh doanh than Hà Bắc - Chi nhánh Công tyCổ phần Kinh doanh than Miền Bắc - Vinacomin,- Công ty Kinh doanh than Hà Bắc - Chi nhánh Công tyCổ phần Kinh doanh than Miền Bắc - Vinacomin,106.853.525.172,106.853.525.172,-,-,106853525172.0,106853525172.0,,
- Các nhà cung cấp khác,- Các nhà cung cấp khác,- Các nhà cung cấp khác,635.636.343.054,635.636.343.054,450.257.199.244,450.257.199.244,635636343054.0,635636343054.0,450257199244.0,450257199244.0
Dài hạn,Dài hạn,Dài hạn,426.055.775.214,426.055.775.214,412.713.770.045,412.713.770.045,426055775214.0,426055775214.0,412713770045.0,412713770045.0
- Nhà thầu SFECO,- Nhà thầu SFECO,- Nhà thầu SFECO,426.055.775.214,426.055.775.214,412.713.770.045,412.713.770.045,426055775214.0,426055775214.0,412713770045.0,412713770045.0
Cộng,Cộng,Cộng,3.204.199.790.683,3.204.199.790.683,3.129.133.070.133,3.129.133.070.133,3204199790683.0,3204199790683.0,3129133070133.0,3129133070133.0
