row_label_raw,row_label_full,Nội dung,01/01/2025 > Giá trịVND,01/01/2025 > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,31/12/2025 > Giá trịVND,31/12/2025 > Số có khả năngtrả nợVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Số có khả năngtrả nợVND
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,2.961.884.095.863,2.961.884.095.863,9.777.427.300.099,10.825.004.559.778,1.914.306.836.184,1.914.306.836.184,2961884095863.0,2961884095863.0,9777427300099.0,10825004559778.0,1914306836184.0,1914306836184.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.755.908.878.128,1.755.908.878.128,9.192.335.157.927,9.390.456.885.588,1.557.787.150.467,1.557.787.150.467,1755908878128.0,1755908878128.0,9192335157927.0,9390456885588.0,1557787150467.0,1557787150467.0
- Ngân hàng TMCP Ngoại thương Việt Nam (1),- Ngân hàng TMCP Ngoại thương Việt Nam (1),- Ngân hàng TMCP Ngoại thương Việt Nam (1),1.067.000.000.000,1.067.000.000.000,4.336.000.000.000,5.101.000.000.000,302.000.000.000,302.000.000.000,1067000000000.0,1067000000000.0,4336000000000.0,5101000000000.0,302000000000.0,302000000000.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (2),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (2),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (2),175.000.000.000,175.000.000.000,1.719.000.000.000,1.326.000.000.000,568.000.000.000,568.000.000.000,175000000000.0,175000000000.0,1719000000000.0,1326000000000.0,568000000000.0,568000000000.0
- Ngân hàng TMCP Công Thương Việt Nam (3),- Ngân hàng TMCP Công Thương Việt Nam (3),- Ngân hàng TMCP Công Thương Việt Nam (3),349.000.000.000,349.000.000.000,917.071.467.315,1.209.000.000.000,57.071.467.315,57.071.467.315,349000000000.0,349000000000.0,917071467315.0,1209000000000.0,57071467315.0,57071467315.0
- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (4),- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (4),- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (4),-,-,1.873.000.000.000,1.304.000.000.000,569.000.000.000,569.000.000.000,,,1873000000000.0,1304000000000.0,569000000000.0,569000000000.0
- Ngân hàng TMCP Tiên Phong (5),- Ngân hàng TMCP Tiên Phong (5),- Ngân hàng TMCP Tiên Phong (5),38.131.704.141,38.131.704.141,71.802.349.230,93.303.546.185,16.630.507.186,16.630.507.186,38131704141.0,38131704141.0,71802349230.0,93303546185.0,16630507186.0,16630507186.0
- Ngân hàng TMCP Quốc tế Việt Nam (6),- Ngân hàng TMCP Quốc tế Việt Nam (6),- Ngân hàng TMCP Quốc tế Việt Nam (6),21.857.173.987,21.857.173.987,86.486.341.382,83.373.339.403,24.970.175.966,24.970.175.966,21857173987.0,21857173987.0,86486341382.0,83373339403.0,24970175966.0,24970175966.0
- Ngân hàng TMCP Quân đội,- Ngân hàng TMCP Quân đội,- Ngân hàng TMCP Quân đội,89.000.000.000,89.000.000.000,-,89.000.000.000,-,-,89000000000.0,89000000000.0,,89000000000.0,,
- Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Ngân hàng TMCP Xuất nhập khẩu Việt Nam,-,-,163.000.000.000,163.000.000.000,-,-,,,163000000000.0,163000000000.0,,
"- Cán bộ, công nhân viên (7)","- Cán bộ, công nhân viên (7)","- Cán bộ, công nhân viên (7)",15.920.000.000,15.920.000.000,25.975.000.000,21.780.000.000,20.115.000.000,20.115.000.000,15920000000.0,15920000000.0,25975000000.0,21780000000.0,20115000000.0,20115000000.0
Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,1.205.975.217.735,1.205.975.217.735,585.092.142.172,1.434.547.674.190,356.519.685.717,356.519.685.717,1205975217735.0,1205975217735.0,585092142172.0,1434547674190.0,356519685717.0,356519685717.0
- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam (8),- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam (8),- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam (8),223.520.148.000,223.520.148.000,232.867.386.000,225.641.538.000,230.745.996.000,230.745.996.000,223520148000.0,223520148000.0,232867386000.0,225641538000.0,230745996000.0,230745996000.0
- Ngân hàng TMCP Quốc tế Việt Nam (9),- Ngân hàng TMCP Quốc tế Việt Nam (9),- Ngân hàng TMCP Quốc tế Việt Nam (9),-,-,260.000.000.000,220.000.000.000,40.000.000.000,40.000.000.000,,,260000000000.0,220000000000.0,40000000000.0,40000000000.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (10),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (10),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (10),40.552.624.928,40.552.624.928,41.128.123.905,41.693.791.383,39.986.957.450,39.986.957.450,40552624928.0,40552624928.0,41128123905.0,41693791383.0,39986957450.0,39986957450.0
- Ngân hàng TMCP Tiên Phong (11),- Ngân hàng TMCP Tiên Phong (11),- Ngân hàng TMCP Tiên Phong (11),353.722.861.578,353.722.861.578,45.390.332.267,355.660.361.578,43.452.832.267,43.452.832.267,353722861578.0,353722861578.0,45390332267.0,355660361578.0,43452832267.0,43452832267.0
- Ngân hàng TMCP Ngoại thương Việt Nam (12),- Ngân hàng TMCP Ngoại thương Việt Nam (12),- Ngân hàng TMCP Ngoại thương Việt Nam (12),3.785.083.229,3.785.083.229,265.000.000,3.785.083.229,265.000.000,265.000.000,3785083229.0,3785083229.0,265000000.0,3785083229.0,265000000.0,265000000.0
- Ngân hàng TMCP Công Thương Việt Nam (13),- Ngân hàng TMCP Công Thương Việt Nam (13),- Ngân hàng TMCP Công Thương Việt Nam (13),,-,2.844.800.000,1.675.900.000,1.168.900.000,1.168.900.000,,,2844800000.0,1675900000.0,1168900000.0,1168900000.0
- Ngân hàng Sumitomo Mitsui Banking Corporation,- Ngân hàng Sumitomo Mitsui Banking Corporation,- Ngân hàng Sumitomo Mitsui Banking Corporation,498.244.500.000,498.244.500.000,1.696.500.000,499.941.000.000,-,-,498244500000.0,498244500000.0,1696500000.0,499941000000.0,,
- Trái phiếu thường,- Trái phiếu thường,- Trái phiếu thường,85.000.000.000,85.000.000.000,-,85.000.000.000,-,-,85000000000.0,85000000000.0,,85000000000.0,,
"- Cán bộ, công nhân viên (14)","- Cán bộ, công nhân viên (14)","- Cán bộ, công nhân viên (14)",1.150.000.000,1.150.000.000,900.000.000,1.150.000.000,900.000.000,900.000.000,1150000000.0,1150000000.0,900000000.0,1150000000.0,900000000.0,900000000.0
