row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,712.906.639.278,750.661.906.419,1.0,,712906639278.0,750661906419.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
"Khấu hao TSCĐ và BĐSĐT, LTTM","Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSĐT, LTTM","Khấu hao TSCĐ và BĐSĐT, LTTM",02,,1.290.132.890.308,1.318.816.829.588,2.0,,1290132890308.0,1318816829588.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,169.864.905,2.934.779.500,3.0,,169864905.0,2934779500.0
(Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > (Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,20.593.185.940,60.148.729.785,4.0,,20593185940.0,60148729785.0
(Lãi) hoạt động đầu tư,Điều chỉnh cho các khoản > (Lãi) hoạt động đầu tư,(Lãi) hoạt động đầu tư,05,,(200.661.919.502),(218.818.010.161),5.0,,-200661919502.0,-218818010161.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,155.917.724.245,219.998.428.909,6.0,,155917724245.0,219998428909.0
Các điều chỉnh khác,Điều chỉnh cho các khoản > Các điều chỉnh khác,Các điều chỉnh khác,07,,10.173.361.183,(11.267.980.450),7.0,,10173361183.0,-11267980450.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,1.989.231.746.357,2.122.474.683.590,8.0,,1989231746357.0,2122474683590.0
"Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,968.876.524.347,550.841.740.407,9.0,,968876524347.0,550841740407.0
"Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,(157.987.575.799),(83.888.636.503),10.0,,-157987575799.0,-83888636503.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(441.664.711.230),(298.144.951.851),11.0,,-441664711230.0,-298144951851.0
"Tăng, giảm chi phí trả trước","Điều chỉnh cho các khoản > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,(74.209.351.837),(24.140.861.893),12.0,,-74209351837.0,-24140861893.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(173.117.319.604),(231.928.489.082),14.0,,-173117319604.0,-231928489082.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(50.617.137.479),(74.609.682.685),15.0,,-50617137479.0,-74609682685.0
Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,25.585.092.615,23.348.316.318,16.0,,25585092615.0,23348316318.0
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(73.504.395.831),(69.465.192.601),17.0,,-73504395831.0,-69465192601.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,2.012.592.871.539,1.914.486.925.700,20.0,,2012592871539.0,1914486925700.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(818.740.460.189),(498.129.108.143),21.0,,-818740460189.0,-498129108143.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,3.072.066.615,3.281.775.020,22.0,,3072066615.0,3281775020.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(2.271.388.838.101),(706.000.000.000),23.0,,-2271388838101.0,-706000000000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,1.806.388.838.101,750.000.000.000,24.0,,1806388838101.0,750000000000.0
"Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Tiền thu lãi vay, cổ tức và lợi nhuận được chia",27,,208.901.757.877,205.370.864.754,27.0,,208901757877.0,205370864754.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(1.071.766.635.697),(245.476.468.369),30.0,,-1071766635697.0,-245476468369.0
