row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốcVND,31/12/2025 > Giá trị có thểthu hồiVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá gốcVND,01/01/2025 > Giá trị có thểthu hồiVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá gốcVND,numeric__31/12/2025 > Giá trị có thểthu hồiVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá gốcVND,numeric__01/01/2025 > Giá trị có thểthu hồiVND,numeric__01/01/2025 > Dự phòngVND
- Phải thu tiền kinh phí bồi thường,- Phải thu tiền kinh phí bồi thường,- Phải thu tiền kinh phí bồi thường,2.934.779.500,-,(2.934.779.500),2.934.779.500,-,(2.934.779.500),2934779500.0,,-2934779500.0,2934779500.0,,-2934779500.0
Tổng cộng,Tổng cộng,Tổng cộng,2.934.779.500,-,(2.934.779.500),2.934.779.500,-,(2.934.779.500),2934779500.0,,-2934779500.0,2934779500.0,,-2934779500.0
