row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,234.675.106,509.679.062,234675106.0,509679062.0
- Tổng Công ty Công nghiệp mô Việt BắcTKV - CTCP,- Tổng Công ty Công nghiệp mô Việt BắcTKV - CTCP,- Tổng Công ty Công nghiệp mô Việt BắcTKV - CTCP,202.537.444,246.031.206,202537444.0,246031206.0
- Công ty TNHH MTV Môi trường - TKV,- Công ty TNHH MTV Môi trường - TKV,- Công ty TNHH MTV Môi trường - TKV,164.111,7.261.380,164111.0,7261380.0
- Công ty Kho vận và Cảng Cẩm Phá -Vinacomin,- Công ty Kho vận và Cảng Cẩm Phá -Vinacomin,- Công ty Kho vận và Cảng Cẩm Phá -Vinacomin,31.973.551,256.386.476,31973551.0,256386476.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,3.571.913.232,4.383.065.280,3571913232.0,4383065280.0
- Tập đoàn Công nghiệp Than - Khoáng SảnViệt Nam,- Tập đoàn Công nghiệp Than - Khoáng SảnViệt Nam,- Tập đoàn Công nghiệp Than - Khoáng SảnViệt Nam,3.571.913.232,3.287.298.960,3571913232.0,3287298960.0
- Ban QLQD Nhà điều hành Vinacomin,- Ban QLQD Nhà điều hành Vinacomin,- Ban QLQD Nhà điều hành Vinacomin,-,1.095.766.320,,1095766320.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,-,1.400.000.000,,1400000000.0
- Tập đoàn Công nghiệp Than - Khoáng SảnViệt Nam,- Tập đoàn Công nghiệp Than - Khoáng SảnViệt Nam,- Tập đoàn Công nghiệp Than - Khoáng SảnViệt Nam,-,1.400.000.000,,1400000000.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,470.640.000,764.840.000,470640000.0,764840000.0
- Công ty Cổ phần Xuất nhập khẩu Than -Vinacomin,- Công ty Cổ phần Xuất nhập khẩu Than -Vinacomin,- Công ty Cổ phần Xuất nhập khẩu Than -Vinacomin,-,396.800.000,,396800000.0
- Công ty Cổ phần Du lịch và Thương mại -Vinacomin,- Công ty Cổ phần Du lịch và Thương mại -Vinacomin,- Công ty Cổ phần Du lịch và Thương mại -Vinacomin,170.640.000,-,170640000.0,
- Công ty Tư vấn quản lý dự án - Vinacomin,- Công ty Tư vấn quản lý dự án - Vinacomin,- Công ty Tư vấn quản lý dự án - Vinacomin,300.000.000,300.000.000,300000000.0,300000000.0
"- Công ty Cổ phần Đầu Tư, Thương mại vàDịch vụ - Vinacomin","- Công ty Cổ phần Đầu Tư, Thương mại vàDịch vụ - Vinacomin","- Công ty Cổ phần Đầu Tư, Thương mại vàDịch vụ - Vinacomin",-,-,,
- Công ty Cổ phần Tư vấn đầu tư Mỏ và Côngnghiệp - Vinacomin,"- Công ty Cổ phần Đầu Tư, Thương mại vàDịch vụ - Vinacomin > - Công ty Cổ phần Tư vấn đầu tư Mỏ và Côngnghiệp - Vinacomin",- Công ty Cổ phần Tư vấn đầu tư Mỏ và Côngnghiệp - Vinacomin,-,68.040.000,,68040000.0
