row_label_raw,row_label_full,Đầu tư vào đơn vị khác,31/12/2025 > Giá gốc VND > 1.224.938.734.159,31/12/2025 > Dự phòng VND > -,31/12/2025 > Giá trị hợp lý VND,01/01/2025 > Giá gốc VND > 1.224.938.734.159,01/01/2025 > Dự phòng VND > -,01/01/2025 > Giá trị hợp lý VND,numeric__31/12/2025 > Giá gốc VND > 1.224.938.734.159,numeric__31/12/2025 > Dự phòng VND > -,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__01/01/2025 > Giá gốc VND > 1.224.938.734.159,numeric__01/01/2025 > Dự phòng VND > -,numeric__01/01/2025 > Giá trị hợp lý VND
- Công ty Cổ phần Nhiệt điện Quảng Ninh,- Công ty Cổ phần Nhiệt điện Quảng Ninh,- Công ty Cổ phần Nhiệt điện Quảng Ninh,477.841.310.000,-,592.523.224.400,477.841.310.000,-,668.977.834.000,477841310000.0,,592523224400.0,477841310000.0,,668977834000.0
- Công ty Cổ phần Nhiệt điện Vĩnh Tân 1,- Công ty Cổ phần Nhiệt điện Vĩnh Tân 1,- Công ty Cổ phần Nhiệt điện Vĩnh Tân 1,386.597.424.159,-,(*),386.597.424.159,-,(*),386597424159.0,,,386597424159.0,,
- Công ty Cổ phần Nhiệt điện Hải Phòng,- Công ty Cổ phần Nhiệt điện Hải Phòng,- Công ty Cổ phần Nhiệt điện Hải Phòng,360.500.000.000,-,382.130.000.000,360.500.000.000,-,465.045.000.000,360500000000.0,,382130000000.0,360500000000.0,,465045000000.0
Cộng,Cộng,Cộng,1.224.938.734.159,-,,1.224.938.734.159,-,,1224938734159.0,,,1224938734159.0,,
