row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu và nhận góp vốn từ cổ đông thiểu số,31,5.057.285.360.000,10.000.000,numeric__31,numeric__5.057.285.360.000,numeric__10.000.000
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,37.194.696.510.889,28.158.082.994.564,33.0,37194696510889.0,28158082994564.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(30.674.534.262.267),(28.560.488.372.250),34.0,-30674534262267.0,-28560488372250.0
Tiền trả cổ tức,Tiền trả cổ tức,Tiền trả cổ tức,36,(3.754.507.141),(1.102.410.958.562),36.0,-3754507141.0,-1102410958562.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,11.573.693.101.481,(1.504.806.336.248),40.0,11573693101481.0,-1504806336248.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,(293.749.672.986),2.185.778.676.520,50.0,-293749672986.0,2185778676520.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,4.558.660.713.745,2.372.761.840.865,60.0,4558660713745.0,2372761840865.0
Ảnh hưởng của thay đổi tỷ giáhối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giáhối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giáhối đoái quy đổi ngoại tệ,61,(269.086.070),120.196.360,61.0,-269086070.0,120196360.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,6,4.264.641.954.689,70.0,6.0,4264641954689.0
