row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,842.765.656,7.162,842765656.0,7162.0
Điều chỉnh lại do ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm,Điều chỉnh lại do ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm,Điều chỉnh lại do ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm,421.380.461,(2.387),421380461.0,-2387.0
Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,(60.027),-,-60027.0,
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,1.264.086.090,4.775,1264086090.0,4775.0
