row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > 55.534.955.609,Số phải nộp/bù trừ vớithuế được khấu trừtrong nămVND > 3.300.616.412.915,Số đã nộp trong nămVND > (3.254.032.487.047),31/12/2017VND > 102.118.881.477,numeric__1/1/2017VND > 55.534.955.609,numeric__Số phải nộp/bù trừ vớithuế được khấu trừtrong nămVND > 3.300.616.412.915,numeric__Số đã nộp trong nămVND > (3.254.032.487.047),numeric__31/12/2017VND > 102.118.881.477
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,1.910.556.847,30.874.180.606,(32.186.120.166),598.617.287,1910556847.0,30874180606.0,-32186120166.0,598617287.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,26.560.167,98.781.285.463,(98.777.632.975),30.212.655,26560167.0,98781285463.0,-98777632975.0,30212655.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,672.058.421.158,1.318.374.306.275,(1.724.334.004.983),266.098.722.450,672058421158.0,1318374306275.0,-1724334004983.0,266098722450.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,1.616.550.235,53.866.626.932,(53.291.689.660),2.191.487.507,1616550235.0,53866626932.0,-53291689660.0,2191487507.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.680.990.233,21.195.839.134,(20.933.427.781),2.943.401.586,2680990233.0,21195839134.0,-20933427781.0,2943401586.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,5.794.335.116,95.729.044.466,(98.947.851.216),2.575.528.366,5794335116.0,95729044466.0,-98947851216.0,2575528366.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,605.697.378,9.052.596.681,(8.088.989.905),1.569.304.154,605697378.0,9052596681.0,-8088989905.0,1569304154.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,4.194.688.714,52.632.595.515,(56.701.895.864),125.388.365,4194688714.0,52632595515.0,-56701895864.0,125388365.0
,,,744.422.755.457,4.981.122.887.987,(5.347.294.099.597),378.251.543.847,744422755457.0,4981122887987.0,-5347294099597.0,378251543847.0
