row_label_raw,row_label_full,col_0,Chi phíbảo hànhVND,Dự phòng khõiphục môi trườngVND,Tổng cộngVND,numeric__Chi phíbảo hànhVND,numeric__Dự phòng khõiphục môi trườngVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,24.517.503.757,9.235.894.531,33.753.398.288,24517503757.0,9235894531.0,33753398288.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,7.362.687.308,481.710.505,7.844.397.813,7362687308.0,481710505.0,7844397813.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(126.027.536),-,(126.027.536),-126027536.0,,-126027536.0
Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,(13.371.561.111),-,(13.371.561.111),-13371561111.0,,-13371561111.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.382.602.418,9.717.605.036,28.100.207.454,18382602418.0,9717605036.0,28100207454.0
Ngắn hạn,Ngắn hạn,Ngắn hạn,8.150.637.096,-,8.150.637.096,8150637096.0,,8150637096.0
Dài hạn,Dài hạn,Dài hạn,10.231.965.322,9.717.605.036,19.949.570.358,10231965322.0,9717605036.0,19949570358.0
