row_label_raw,row_label_full,STT,Công ty con cấp 3,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 2,Tỷ lệ lợi ích trực tiếp của công ty con cấp 2_1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 3,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 2,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 2_1,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 3,Hoạt động chính,31/12/2017,1/1/2017,31/12/2017,1/1/2017,,,,,,
,,,Công ty con của Công ty CP Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty CP Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty CP Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty CP Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty CP Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty CP Phát triển Chăn nuôi Hòa Phát,,,,,,
9,STT > 9,9,Công ty TNHH MTV Chăn nuôi Hòa Phát Thái Bình,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%",100%,,,1.0,1.0,0.9997400000000001,1.0
10,STT > 10,10,Công ty TNHH MTV Chăn nuôi Hòa Phát Hòa Bình,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,949%",,,1.0,1.0,0.9997400000000001,0.99949
11,STT > 11,11,Công ty TNHH MTV Chăn nuôi Hòa Yên,"Chăn nuôi lợn, chăn nuôi khác.",100%,100%,"99,974%","99,949%",,,1.0,1.0,0.9997400000000001,0.99949
12,STT > 12,12,Công ty TNHH MTV Chăn nuôi Hòa Phát Ninh Bình (viii),"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",-,100%,-,"99,949%",,,,1.0,,0.99949
13,STT > 13,13,Công ty TNHH MTV Đầu tư Phát triển Nông nghiệp Phú Thọ (viii),"Chăn nuôi lợn, trâu, bò, trồng trọt, chăn nuôi hỗn hợp, chế biến, bảo quản rau, quả, thịt và các sản phẩm từ thịt.",-,100%,-,"99,949%",,,,1.0,,0.99949
14,STT > 14,14,Công ty TNHH MTV Chăn nuôi Hòa Phát Bắc Giang,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,949%",,,1.0,1.0,0.9997400000000001,0.99949
15,STT > 15,15,Công ty TNHH MTV Chăn nuôi Hòa Phát Lạng Sơn,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,949%",,,1.0,1.0,0.9997400000000001,0.99949
16,STT > 16,16,Công ty TNHH Chăn nuôi Hòa Phước (v),Chăn nuôi heo giống và heo thịt.,"99,998%",-,"99,972%",-,,,0.9999800000000001,,0.9997199999999999,
,,,Công ty con của Công ty TNHH MTV Gia cầm Hòa Phát,Công ty con của Công ty TNHH MTV Gia cầm Hòa Phát,Công ty con của Công ty TNHH MTV Gia cầm Hòa Phát,Công ty con của Công ty TNHH MTV Gia cầm Hòa Phát,Công ty con của Công ty TNHH MTV Gia cầm Hòa Phát,Công ty con của Công ty TNHH MTV Gia cầm Hòa Phát,,,,,,
17,STT > 17,17,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
18,STT > 18,18,Công ty TNHH MTV Gia cầm Hòa Phát Đồng Nai,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
19,STT > 19,19,Công ty TNHH MTV Chăn nuôi Vạn Thắng (vii),"Chăn nuôi gia sức, gia cầm; hoạt động dịch vụ trồng trọt.",100%,-,"99,999%",-,,,1.0,,0.9999899999999999,
