row_label_raw,row_label_full,col_0,1/1/2017 > Giá trị ghi sổ VND,1/1/2017 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2017 > Giá trị ghi sổ VND,31/12/2017 > Số có khả năng trả nợ VND,numeric__1/1/2017 > Giá trị ghi sổ VND,numeric__1/1/2017 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2017 > Giá trị ghi sổ VND,numeric__31/12/2017 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.488.170.638.894,5.488.170.638.894,35.933.283.709.865,(30.095.206.793.213),11.326.247.555.546,11.326.247.555.546,5488170638894.0,5488170638894.0,35933283709865.0,-30095206793213.0,11326247555546.0,11326247555546.0
Vay dài hạn đến hạn trả (Thuyết minh 22.2),Vay dài hạn đến hạn trả (Thuyết minh 22.2),Vay dài hạn đến hạn trả (Thuyết minh 22.2),-,-,2.271.220.954,-,2.271.220.954,2.271.220.954,,,2271220954.0,,2271220954.0,2271220954.0
,,,5.488.170.638.894,5.488.170.638.894,35.935.554.930.819,(30.095.206.793.213),11.328.518.776.500,11.328.518.776.500,5488170638894.0,5488170638894.0,35935554930819.0,-30095206793213.0,11328518776500.0,11328518776500.0
