row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,Quỹ đầu tư phát triển VND,Lợi nhuận chưa phân phối VND,Lợi ích cổ đông không kiểm soát VND,Tổng cộng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng cộng VND
Số dư tại ngày 1/1/2017,Số dư tại ngày 1/1/2017,Số dư tại ngày 1/1/2017,8.428.749.560.000,674.149.437.068,(1.093.000.000),1.156.415.747.213,9.486.351.633.348,105.687.700.335,19.850.261.077.964,8428749560000.0,674149437068.0,-1093000000.0,1156415747213.0,9486351633348.0,105687700335.0,19850261077964.0
Nhận góp vốn từ cổ đông không kiểm soát vào công ty con Phát hành thêm vốn cho cổ đông hiện hữu (*),Nhận góp vốn từ cổ đông không kiểm soát vào công ty con Phát hành thêm vốn cho cổ đông hiện hữu (*),Nhận góp vốn từ cổ đông không kiểm soát vào công ty con Phát hành thêm vốn cho cổ đông hiện hữu (*),-,-,-,-,-,1.000.000.000,1.000.000.000,,,,,,1000000000.0,1000000000.0
Nhận góp vốn từ cổ đông không kiểm soát vào công ty con Phát hành thêm vốn cho cổ đông hiện hữu (*),Nhận góp vốn từ cổ đông không kiểm soát vào công ty con Phát hành thêm vốn cho cổ đông hiện hữu (*),Nhận góp vốn từ cổ đông không kiểm soát vào công ty con Phát hành thêm vốn cho cổ đông hiện hữu (*),2.528.235.830.000,2.528.049.530.000,-,-,-,-,5.056.285.360.000,2528235830000.0,2528049530000.0,,,,,5056285360000.0
Lợi nhuận thuần trong năm Trả cổ tức bằng cổ phiếu (Thuyết minh 27),Lợi nhuận thuần trong năm Trả cổ tức bằng cổ phiếu (Thuyết minh 27),Lợi nhuận thuần trong năm Trả cổ tức bằng cổ phiếu (Thuyết minh 27),-,-,-,-,8.006.672.113.847,8.084.472.201,8.014.756.586.048,,,,,8006672113847.0,8084472201.0,8014756586048.0
Lợi nhuận thuần trong năm Trả cổ tức bằng cổ phiếu (Thuyết minh 27),Lợi nhuận thuần trong năm Trả cổ tức bằng cổ phiếu (Thuyết minh 27),Lợi nhuận thuần trong năm Trả cổ tức bằng cổ phiếu (Thuyết minh 27),4.213.804.610.000,-,-,-,(4.213.804.610.000),-,-,4213804610000.0,,,,-4213804610000.0,,
Trả cổ tức (Thuyết minh 27),Trả cổ tức (Thuyết minh 27),Trả cổ tức (Thuyết minh 27),-,-,-,-,-,(4.503.452.577),(4.503.452.577),,,,,,-4503452577.0,-4503452577.0
Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,-,-,(600.270.000),-,600.270.000,-,-,,,-600270000.0,,600270000.0,,
Hoàn nhập quỹ đầu tư phát triển (**),Hoàn nhập quỹ đầu tư phát triển (**),Hoàn nhập quỹ đầu tư phát triển (**),-,-,-,(637.774.135.057),637.449.884.245,324.250.812,-,,,,-637774135057.0,637449884245.0,324250812.0,
"Phân bổ vào quỹ khen thưởng, phúc lợi","Phân bổ vào quỹ khen thưởng, phúc lợi","Phân bổ vào quỹ khen thưởng, phúc lợi",-,-,-,-,(538.532.386.830),-,(538.532.386.830),,,,,-538532386830.0,,-538532386830.0
Thù lao thành viên Ban Kiểm soát Biến động khác,Thù lao thành viên Ban Kiểm soát Biến động khác,Thù lao thành viên Ban Kiểm soát Biến động khác,-,-,-,-,(28.000.000),-,(28.000.000),,,,,-28000000.0,,-28000000.0
Thù lao thành viên Ban Kiểm soát Biến động khác,Thù lao thành viên Ban Kiểm soát Biến động khác,Thù lao thành viên Ban Kiểm soát Biến động khác,-,-,-,-,18.320.172.586,20.854.719,18.341.027.305,,,,,18320172586.0,20854719.0,18341027305.0
Số dư tại ngày 31/12/2017,Số dư tại ngày 31/12/2017,Số dư tại ngày 31/12/2017,15.170.790.000.000,3.202.198.967.068,(1.693.270.000),518.641.612.156,13.397.029.077.196,110.613.825.490,32.397.580.211.910,15170790000000.0,3202198967068.0,-1693270000.0,518641612156.0,13397029077196.0,110613825490.0,32397580211910.0
