row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2017 VND,1/1/2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__1/1/2017 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,33.068.060.366.641,18.182.786.709.294,100.0,,33068060366641.0,18182786709294.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,4.264.641.954.689,4.558.660.713.745,110.0,5.0,4264641954689.0,4558660713745.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,764.396.954.689,556.922.713.967,111.0,,764396954689.0,556922713967.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,3.500.245.000.000,4.001.737.999.778,112.0,,3500245000000.0,4001737999778.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,9.936.707.080.033,693.498.769.815,120.0,,9936707080033.0,693498769815.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,7.1,9.936.707.080.033,693.498.769.815,123.0,71.0,9936707080033.0,693498769815.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,6.555.418.799.648,2.394.830.525.734,130.0,,6555418799648.0,2394830525734.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,,1.999.843.596.977,1.546.607.430.306,131.0,,1999843596977.0,1546607430306.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,8,4.007.002.903.693,705.742.217.537,132.0,8.0,4007002903693.0,705742217537.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,583.180.931.761,182.962.827.055,136.0,9.0,583180931761.0,182962827055.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,,(35.984.891.839),(41.339.337.971),137.0,,-35984891839.0,-41339337971.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,1.376.259.056,857.388.807,139.0,,1376259056.0,857388807.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,10,11.748.873.281.675,10.247.175.680.697,140.0,10.0,11748873281675.0,10247175680697.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,11.893.184.186.263,10.391.475.894.874,141.0,,11893184186263.0,10391475894874.0
Dự phòng giám giá hàng tồn kho,TÀI SẢN > Dự phòng giám giá hàng tồn kho,Dự phòng giám giá hàng tồn kho,149,,(144.310.904.588),(144.300.214.177),149.0,,-144310904588.0,-144300214177.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,562.419.250.596,288.621.019.303,150.0,,562419250596.0,288621019303.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,16.1,118.434.339.660,24.180.135.532,151.0,161.0,118434339660.0,24180135532.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,421.916.425.069,255.637.124.321,152.0,,421916425069.0,255637124321.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,,22.068.485.867,8.803.759.450,153.0,,22068485867.0,8803759450.0
