row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2017,1/1/2017,31/12/2017,1/1/2017,,,,,,
,,,Công ty con của Công ty CP Đầu tư Khoáng sản An Thông,Công ty con của Công ty CP Đầu tư Khoáng sản An Thông,Công ty con của Công ty CP Đầu tư Khoáng sản An Thông,Công ty con của Công ty CP Đầu tư Khoáng sản An Thông,Công ty con của Công ty CP Đầu tư Khoáng sản An Thông,Công ty con của Công ty CP Đầu tư Khoáng sản An Thông,,,,,,
1,STT > 1,1,Công ty TNHH MTV Bình Vàng,"Khai thác quặng sắt, khai thác kim loại khác không chứa sắt, sản xuất kim loại màu và kim loại quý, khai thác quặng kim loại quý hiểm.",100%,100%,"99,96%","99,96%",,,1.0,1.0,0.9995999999999999,0.9995999999999999
2,STT > 2,2,Công ty CP Khoáng sản Hòa Phát Mitraco,"Khai thác và sản xuất quặng sắt, bổ xít và các kim loại quý hiểm; bán buôn kim loại và quặng kim loại.","98,42%","98,42%","98,38%","98,38%",,,0.9842,0.9842,0.9838,0.9838
,,,Công ty con của Công ty CP Thép Hòa Phát Hải Dương (trước đây là Công ty CP Thép Hòa Phát),Công ty con của Công ty CP Thép Hòa Phát Hải Dương (trước đây là Công ty CP Thép Hòa Phát),Công ty con của Công ty CP Thép Hòa Phát Hải Dương (trước đây là Công ty CP Thép Hòa Phát),Công ty con của Công ty CP Thép Hòa Phát Hải Dương (trước đây là Công ty CP Thép Hòa Phát),Công ty con của Công ty CP Thép Hòa Phát Hải Dương (trước đây là Công ty CP Thép Hòa Phát),Công ty con của Công ty CP Thép Hòa Phát Hải Dương (trước đây là Công ty CP Thép Hòa Phát),,,,,,
3,STT > 3,3,Công ty CP Năng lượng Hòa Phát (i),"Sản xuất và bán buôn than cốc, khai thác và thu gom than cứng; sản xuất sản phẩm dầu mỏ tinh chế; bán buôn kim loại và quặng kim loại; và buôn bán than luyện cốc và than các loại.","99,89%",-,"99,89%",-,,,0.9989,,0.9989,
,,,Công ty con của Công ty CP Thép Hòa Phát Dung Quất,Công ty con của Công ty CP Thép Hòa Phát Dung Quất,Công ty con của Công ty CP Thép Hòa Phát Dung Quất,Công ty con của Công ty CP Thép Hòa Phát Dung Quất,Công ty con của Công ty CP Thép Hòa Phát Dung Quất,Công ty con của Công ty CP Thép Hòa Phát Dung Quất,,,,,,
4,STT > 4,4,Công ty CP Hợp kim sắt Hòa Phát Dung Quất (ii),"Sản xuất sắt, thép, gang.",89.99%,-,89.99%,-,,,89.99,,89.99,
5,STT > 5,5,Công ty CP Ông thép Hòa Phát Dung Quất (ii),"Sản xuất sắt, thép, gang.",89.99%,-,89.99%,-,,,89.99,,89.99,
6,STT > 6,6,Công ty CP Tôn Hòa Phát Dung Quất (ii),"Sản xuất sắt, thép, gang.",89.99%,-,89.99%,-,,,89.99,,89.99,
,,,Công ty con của Công ty TNHH Thép Hòa Phát Hưng Yên,Công ty con của Công ty TNHH Thép Hòa Phát Hưng Yên,Công ty con của Công ty TNHH Thép Hòa Phát Hưng Yên,Công ty con của Công ty TNHH Thép Hòa Phát Hưng Yên,Công ty con của Công ty TNHH Thép Hòa Phát Hưng Yên,Công ty con của Công ty TNHH Thép Hòa Phát Hưng Yên,,,,,,
7,STT > 7,7,Công ty TNHH MTV Hòa Phát Bình Định,"Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
8,STT > 8,8,Công ty TNHH Thương mại Dịch vụ Nhơn Trạch (iv),Kho bãi và lưu giữ hàng hóa; bốc xếp hàng hóa.,"99,90%",-,"99,90%",-,,,0.9990000000000001,,0.9990000000000001,
