row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,"Chi phí đại tu, sửa chữa lớn VND",Chi phí đất trả trước VND,Chi phí giải phóng mặt bằng VND,Chi phí trả trước khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,"numeric__Chi phí đại tu, sửa chữa lớn VND",numeric__Chi phí đất trả trước VND,numeric__Chi phí giải phóng mặt bằng VND,numeric__Chi phí trả trước khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,88.603.880.803,61.039.938.674,428.526.106.084,39.687.194.602,98.517.129.112,716.374.249.275,88603880803.0,61039938674.0,428526106084.0,39687194602.0,98517129112.0,716374249275.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,76.509.459.578,31.136.331.993,102.568.910.499,14.023.287.924,22.094.068.575,246.332.058.569,76509459578.0,31136331993.0,102568910499.0,14023287924.0,22094068575.0,246332058569.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,1.066.870.977,7.326.966.256,5.833.250.172,21.914.743.671,23.285.023.443,59.426.854.519,1066870977.0,7326966256.0,5833250172.0,21914743671.0,23285023443.0,59426854519.0
Chuyển từ tài sản cổ định hữu hình,Chuyển từ tài sản cổ định hữu hình,Chuyển từ tài sản cổ định hữu hình,1.341.517.267,-,-,-,-,1.341.517.267,1341517267.0,,,,,1341517267.0
Thanh lý,Thanh lý,Thanh lý,(60.633.363),(12.500.000),-,-,(138.602.000),(211.735.363),-60633363.0,-12500000.0,,,-138602000.0,-211735363.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(77.279.633.380),(74.705.063.749),(10.354.062.552),(5.825.536.424),(22.240.776.457),(190.405.072.562),-77279633380.0,-74705063749.0,-10354062552.0,-5825536424.0,-22240776457.0,-190405072562.0
Phân loại lại,Phân loại lại,Phân loại lại,(2.830.110.540),1.944.913.765,(122.390.986),1.552.558.420,(544.970.659),-,-2830110540.0,1944913765.0,-122390986.0,1552558420.0,-544970659.0,
Biến động khác,Biến động khác,Biến động khác,(372.354.843),-,-,-,(21.363.648),(393.718.491),-372354843.0,,,,-21363648.0,-393718491.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,86.978.996.499,26.730.586.939,526.451.813.217,71.352.248.193,120.950.508.366,832.464.153.214,86978996499.0,26730586939.0,526451813217.0,71352248193.0,120950508366.0,832464153214.0
