row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,2.290.925.412.891,3.420.377.328.960,,,2290925412891.0,3420377328960.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,6.944.564.819,-,,,6944564819.0,
05,05,05,Lãi từ hoạt động đầu tư,14,(2.798.779.424.063),(3.732.160.222.427),,14.0,-2798779424063.0,-3732160222427.0
06,06,06,Chi phí lãi vay,15,467.344.121.378,302.447.146.737,,15.0,467344121378.0,302447146737.0
08,08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(33.565.324.975),(9.335.746.730),,,-33565324975.0,-9335746730.0
09,09,09,Giảm (tăng) các khoản phải thu,,697.234.302.405,(697.112.291.385),,,697234302405.0,-697112291385.0
11,11,11,Giảm các khoản phải trả,,(1.674.322.345),(1.824.177.912),,,-1674322345.0,-1824177912.0
12,12,12,Tăng chi phí trả trước,,(72.789.531.184),(36.453.950.001),,,-72789531184.0,-36453950001.0
14,14,14,Tiền lãi vay đã trả,,(458.830.792.613),(225.846.275.048),,,-458830792613.0,-225846275048.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,10,(3.021.244.725),(4.777.265.854),,10.0,-3021244725.0,-4777265854.0
20,20,20,Lưu chuyển tiền thuần tử (sử dụng vào) hoạt động kinh doanh,,127.353.086.563,(975.349.706.930),,,127353086563.0,-975349706930.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
23,23,23,Tiền chi cho vay,,(6.415.260.257.252),(3.850.429.894.686),,,-6415260257252.0,-3850429894686.0
24,24,24,Tiền thu hồi cho vay,,6.995.280.000.000,2.359.024.894.686,,,6995280000000.0,2359024894686.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(15.094.354.580.000),(4.103.019.650.000),,,-15094354580000.0,-4103019650000.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,12.825.295.910.000,62.038.750.000,,,12825295910000.0,62038750000.0
27,27,27,"Tiền thu lãi từ tiền gửi, cho vay và cổ tức",,2.791.916.937.763,3.773.697.871.365,,,2791916937763.0,3773697871365.0
30,30,30,Lưu chuyển tiền thuần tử (sử dụng vào) hoạt động đầu tư,,1.102.878.010.511,(1.758.688.028.635),,,1102878010511.0,-1758688028635.0
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,13.1,191.909.700.000,228.253.030.000,,131.0,191909700000.0,228253030000.0
32,32,32,Mua lại cổ phiếu của doanh nghiệp đã phát hành,13.1,(5.025.640.000),(2.320.000.000),,131.0,-5025640000.0,-2320000000.0
33,33,33,Tiền thu từ đi vay,12,8.698.450.000.000,4.597.954.613.415,,12.0,8698450000000.0,4597954613415.0
34,34,34,Tiền trả nợ gốc vay,12,(8.530.154.613.415),(1.854.600.000.000),,12.0,-8530154613415.0,-1854600000000.0
36,36,36,Cổ tức đã trả cho chủ sở hữu,13.1,(731.854.815.000),(237.635.732.000),,131.0,-731854815000.0,-237635732000.0
40,40,40,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động tài chính,,(376.675.368.415),2.731.651.911.415,,,-376675368415.0,2731651911415.0
50,50,50,Lưu chuyển tiền thuần trong năm,,853.555.728.659,(2.385.824.150),,,853555728659.0,-2385824150.0
60,60,60,Tiền đầu năm,,2.090.337.215,4.476.161.365,,,2090337215.0,4476161365.0
70,70,70,Tiền và tương đương tiền cuối năm,4,855.646.065.874,2.090.337.215,,4.0,855646065874.0,2090337215.0
