row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGẮN HẠN,,1.977.717.799.769,5.022.314.878.131,,,1977717799769.0,5022314878131.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,855.646.065.874,2.090.337.215,,4.0,855646065874.0,2090337215.0
111,111,111,1. Tiền,,55.646.065.874,2.090.337.215,,,55646065874.0,2090337215.0
112,112,112,2. Các khoản tương đương tiền,,800.000.000.000,-,,,800000000000.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,,1.111.115.692.433,-,,,1111115692433.0,
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,5,1.111.115.692.433,-,,5.0,1111115692433.0,
130,130,130,III. Các khoản phải thu ngắn hạn,,6.912.486.937,5.011.043.134.922,,,6912486937.0,5011043134922.0
135,135,135,1. Phải thu về cho vay ngắn hạn,6,-,4.314.280.000.000,,6.0,,4314280000000.0
136,136,136,2. Phải thu ngắn hạn khác,7,6.912.486.937,696.763.134.922,,7.0,6912486937.0,696763134922.0
150,150,150,IV. Tài sản ngắn hạn khác,,4.043.554.525,9.181.405.994,,,4043554525.0,9181405994.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,-,7.637.928.083,,8.0,,7637928083.0
152,152,152,2. Thuế GTGT được khấu trừ,10,-,521.168.111,,10.0,,521168111.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,10,4.043.554.525,1.022.309.800,,10.0,4043554525.0,1022309800.0
200,200,200,B. TÀI SẢN DÀI HẠN,,22.898.026.417.165,17.955.698.441.707,,,22898026417165.0,17955698441707.0
210,210,210,I. Khoản phải thu dài hạn,,2.616.200.000.000,-,,,2616200000000.0,
215,215,215,1. Phải thu về cho vay dài hạn,6,2.616.200.000.000,-,,6.0,2616200000000.0,
250,250,250,II. Đầu tư tài chính dài hạn,,20.224.757.111.707,17.955.698.441.707,,,20224757111707.0,17955698441707.0
251,251,251,1. Đầu tư vào các công ty con,9.1,20.224.757.111.707,17.955.698.441.707,,91.0,20224757111707.0,17955698441707.0
260,260,260,III. Tài sản dài hạn khác,,57.069.305.458,-,,,57069305458.0,
261,261,261,1. Chi phí trả trước dài hạn,8,57.069.305.458,-,,8.0,57069305458.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,24.875.744.216.934,22.978.013.319.838,,,24875744216934.0,22978013319838.0
