row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,5.962.565.308.681,5.810.789.069.476,,,5962565308681.0,5810789069476.0
310,310,310,I. Nợ ngắn hạn,,61.315.308.681,5.810.789.069.476,,,61315308681.0,5810789069476.0
311,311,311,1. Phải trả người bán ngắn hạn,,240.564.723,-,,,240564723.0,
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,10,-,161.398.673,,10.0,,161398673.0
315,315,315,3. Chi phí phải trả ngắn hạn,11,59.462.888.654,78.853.503.547,,11.0,59462888654.0,78853503547.0
319,319,319,4. Phải trả ngắn hạn khác,,1.611.855.304,2.602.887.192,,,1611855304.0,2602887192.0
320,320,320,5. Vay ngắn hạn,12,-,5.729.171.280.064,,12.0,,5729171280064.0
330,330,330,II. Nợ dài hạn,,5.901.250.000.000,-,,,5901250000000.0,
338,338,338,1. Vay dài hạn,12,5.901.250.000.000,-,,12.0,5901250000000.0,
400,400,400,D. VỐN CHỦ SỞ HỮU,,18.913.178.908.253,17.167.224.250.362,,,18913178908253.0,17167224250362.0
410,410,410,I. Vốn chủ sở hữu,13.1,18.913.178.908.253,17.167.224.250.362,,131.0,18913178908253.0,17167224250362.0
411,411,411,1. Vốn cổ phần,,14.638.792.800.000,7.130.654.950.000,,,14638792800000.0,7130654950000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,14.638.792.800.000,7.130.654.950.000,,,14638792800000.0,7130654950000.0
412,412,412,2. Thặng dư vốn cổ phần,,522.021.325.200,522.021.325.200,,,522021325200.0,522021325200.0
415,415,415,3. Cổ phiếu quỹ,,(5.025.640.000),(2.320.000.000),,,-5025640000.0,-2320000000.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,3.757.390.423.053,9.516.867.975.162,,,3757390423053.0,9516867975162.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.466.465.010.162,6.100.535.387.519,,,1466465010162.0,6100535387519.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,2.290.925.412.891,3.416.332.587.643,,,2290925412891.0,3416332587643.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,24.875.744.216.934,22.978.013.319.838,,,24875744216934.0,22978013319838.0
