row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.871.040,1.514.586,1871040.0,1514586.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.691.461,1.375.589,1691461.0,1375589.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,110.404,81.645,110404.0,81645.0
- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,69.175,57.352,69175.0,57352.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,145.665,110.417,145665.0,110417.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.451.215,1.199.464,1451215.0,1199464.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,360.604,308.468,360604.0,308468.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,283.590,227.509,283590.0,227509.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",297.876,205.550,297876.0,205550.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,165.794,168.723,165794.0,168723.0
"- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",174.845,145.233,174845.0,145233.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,45.106,37.573,45106.0,37573.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,43.385,35.010,43385.0,35010.0
- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,41.060,29.146,41060.0,29146.0
- Công tác phí,- Công tác phí,- Công tác phí,18.932,16.114,18932.0,16114.0
"- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)",6.126,10.079,6126.0,10079.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,13.897,16.059,13897.0,16059.0
,,,3.467.920,2.824.467,3467920.0,2824467.0
