row_label_raw,row_label_full,Thuế giá trị gia tăng,Ngày 31 tháng12 năm 2022Triệu đồng > 1.654,Phát sinh trong kỳ > Số phải nộpTriệu đồng > 104.983,Phát sinh trong kỳ > Số đã nộpTriệu đồng > (37.849),Ngày 31 tháng12 năm 2023Triệu đồng > 68.788,numeric__Ngày 31 tháng12 năm 2022Triệu đồng > 1.654,numeric__Phát sinh trong kỳ > Số phải nộpTriệu đồng > 104.983,numeric__Phát sinh trong kỳ > Số đã nộpTriệu đồng > (37.849),numeric__Ngày 31 tháng12 năm 2023Triệu đồng > 68.788
Thuế TNDN,Thuế TNDN,Thuế TNDN,87.059,680.938,(500.297),267.700,87059.0,680938.0,-500297.0,267700.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,31.291,147.217,(150.215),28.293,31291.0,147217.0,-150215.0,28293.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,29.655,134.419,(138.870),25.204,29655.0,134419.0,-138870.0,25204.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,1.636,12.656,(11.203),3.089,1636.0,12656.0,-11203.0,3089.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,142,(142),-,,142.0,-142.0,
"Các khoản phí, lệ phívà phải nộp khác","Các khoản phí, lệ phívà phải nộp khác","Các khoản phí, lệ phívà phải nộp khác",-,1.148,(1.148),-,,1148.0,-1148.0,
,,,120.004,934.286,(689.509),364.781,120004.0,934286.0,-689509.0,364781.0
