row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.141.487,402.724,1141487.0,402724.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,717.008,174.788,717008.0,174788.0
Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,186.388,30.226,186388.0,30226.0
Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,39.536,31.857,39536.0,31857.0
Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,37.370,33.797,37370.0,33797.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,31.123,26.610,31123.0,26610.0
Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,12.967,70.793,12967.0,70793.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,3.124,3.569,3124.0,3569.0
Thu khác,Thu khác,Thu khác,113.971,31.084,113971.0,31084.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(547.045),(127.905),-547045.0,-127905.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(536.510),(117.730),-536510.0,-117730.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(3.507),(4.010),-3507.0,-4010.0
Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,(2.768),(3.674),-2768.0,-3674.0
Chi khác,Chi khác,Chi khác,(4.260),(2.491),-4260.0,-2491.0
,,,594.442,274.819,594442.0,274819.0
