row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,4,1.132.969,1.062.738,4.0,1132969.0,1062738.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,16.268.047,1.975.334,5.0,16268047.0,1975334.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,22.591.302,23.905.527,,22591302.0,23905527.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,6.1,20.801.417,23.220.381,61.0,20801417.0,23220381.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,6.2,1.789.885,685.146,62.0,1789885.0,685146.0
Công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,7,39.455,104.949,7.0,39455.0,104949.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,139.894.641,118.294.112,,139894641.0,118294112.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,8,141.438.441,119.538.340,8.0,141438441.0,119538340.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,9.1,(1.543.800),(1.244.228),91.0,-1543800.0,-1244228.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,24.068.777,25.658.747,,24068777.0,25658747.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,10.1,13.110.808,13.492.370,101.0,13110808.0,13492370.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,,10.976.814,12.853.817,,10976814.0,12853817.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,10.5,(18.845),(687.440),105.0,-18845.0,-687440.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,574.800,174.800,,574800.0,174800.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,11.1,500.000,100.000,111.0,500000.0,100000.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,11.2,74.800,74.800,112.0,74800.0,74800.0
