row_label_raw,row_label_full,col_0,col_1,hạn,Vay dài hạnđến hạn trảVND,Vay dài hạnVND,Vay dài hạnđến hạn trảVND_1,Vay dài hạnVND_1,numeric__col_1,numeric__hạn,numeric__Vay dài hạnđến hạn trảVND,numeric__Vay dài hạnVND,numeric__Vay dài hạnđến hạn trảVND_1,numeric__Vay dài hạnVND_1
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (i)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (i)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (i)",VND,2026,5.000.000.000.000,-,,5.000.000.000.000,,2026.0,5000000000000.0,,,5000000000000.0
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (ii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (ii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (ii)",VND,2028,-,6.000.000.000.000,,6.000.000.000.000,,2028.0,,6000000000000.0,,6000000000000.0
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (iii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (iii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (iii)",VND,2028,-,3.000.000.000.000,-,3.000.000.000.000,,2028.0,,3000000000000.0,,3000000000000.0
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (iv)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (iv)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (iv)",VND,2029,-,2.000.000.000.000,-,2.000.000.000.000,,2029.0,,2000000000000.0,,2000000000000.0
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (v)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (v)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (v)",VND,2029,-,8.000.000.000.000,-,9.000.000.000.000,,2029.0,,8000000000000.0,,9000000000000.0
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (vi)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (vi)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (vi)",VND,2030,-,2.000.000.000.000,-,-,,2030.0,,2000000000000.0,,
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (vii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (vii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (vii)",VND,2030,-,1.000.000.000.000,-,-,,2030.0,,1000000000000.0,,
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (viii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (viii)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 60 tháng (viii)",VND,2030,-,5.000.000.000.000,-,-,,2030.0,,5000000000000.0,,
"Trái phiếu phát hành theo mênh giá,đáo hạn sau 84 tháng (ix)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 84 tháng (ix)","Trái phiếu phát hành theo mênh giá,đáo hạn sau 84 tháng (ix)",VND,2032,-,2.500.000.000.000,-,-,,2032.0,,2500000000000.0,,
,,,,,5.000.000.000.000,29.500.000.000.000,-,25.000.000.000.000,,,5000000000000.0,29500000000000.0,,25000000000000.0
