row_label_raw,row_label_full,Hợp đồng,Hình thức,Phải trả gốc,Thời hạn,numeric__Hình thức,numeric__Phải trả gốc,numeric__Thời hạn
VP#62719953.3 ngày 15 tháng 9 năm 2023,VP#62719953.3 ngày 15 tháng 9 năm 2023,VP#62719953.3 ngày 15 tháng 9 năm 2023,Thuê tài chính,1.123.643.682.397,120 tháng kể từ ngày giao tàu bay,,1123643682397.0,
VP#62719971.3 ngày 15 tháng 9 năm 2023,VP#62719971.3 ngày 15 tháng 9 năm 2023,VP#62719971.3 ngày 15 tháng 9 năm 2023,Thuê tài chính,1.123.642.157.353,120 tháng kể từ ngày giao tàu bay,,1123642157353.0,
VP#62720020.3 ngày 15 tháng 9 năm 2023,VP#62720020.3 ngày 15 tháng 9 năm 2023,VP#62720020.3 ngày 15 tháng 9 năm 2023,Thuê tài chính,1.141.961.379.278,120 tháng kể từ ngày giao tàu bay,,1141961379278.0,
,,,,3.389.247.219.028,,,3389247219028.0,
Đến hạn trong vòng 1 năm tài chính,Đến hạn trong vòng 1 năm tài chính,Đến hạn trong vòng 1 năm tài chính,Đến hạn trong vòng 1 năm tài chính,(329.560.875.730),,,-329560875730.0,
,,,,3.059.686.343.298,,,3059686343298.0,
