row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị VND,31/12/2025 > Dự phòng VND,01/01/2025 > Giá trị VND,01/01/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị VND,numeric__31/12/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị VND,numeric__01/01/2025 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.874.089.197.800,-,769.368.218.015,-,1874089197800.0,,769368218015.0,
Trả trước cho người bán là bên liên quan(Chi tiết theo thuyết minh số 39.1),Trả trước cho người bán là bên liên quan(Chi tiết theo thuyết minh số 39.1),Trả trước cho người bán là bên liên quan(Chi tiết theo thuyết minh số 39.1),200.799.480.752,-,226.403.207.210,-,200799480752.0,,226403207210.0,
Trả trước cho người bán là bên thứ ba,Trả trước cho người bán là bên thứ ba,Trả trước cho người bán là bên thứ ba,1.673.289.717.048,-,542.965.010.805,-,1673289717048.0,,542965010805.0,
Khác,Khác,Khác,1.673.289.717.048,-,542.965.010.805,-,1673289717048.0,,542965010805.0,
Dải hạn,Dải hạn,Dải hạn,3.525.421.004.739,-,5.537.440.074.689,-,3525421004739.0,,5537440074689.0,
Trả trước cho người bán là bên liên quan (*) (Chi tiết theo thuyết minh số 39.1),Trả trước cho người bán là bên liên quan (*) (Chi tiết theo thuyết minh số 39.1),Trả trước cho người bán là bên liên quan (*) (Chi tiết theo thuyết minh số 39.1),1.116.202.500.000,-,2.732.400.000.000,-,1116202500000.0,,2732400000000.0,
Trả trước cho người bán là bên thứ ba,Trả trước cho người bán là bên thứ ba,Trả trước cho người bán là bên thứ ba,2.409.218.504.739,-,2.805.040.074.689,-,2409218504739.0,,2805040074689.0,
"Hangzhou Baoli Air Agency Co., Ltd (*)","Hangzhou Baoli Air Agency Co., Ltd (*)","Hangzhou Baoli Air Agency Co., Ltd (*)",2.409.218.504.739,-,2.805.040.074.689,-,2409218504739.0,,2805040074689.0,
,,,5.399.510.202.539,-,6.306.808.292.704,-,5399510202539.0,,6306808292704.0,
Trong đó: Trả trước cho người bán là bên liên quan(chi tiết tại Thuyết minh số 39.1),Trong đó: Trả trước cho người bán là bên liên quan(chi tiết tại Thuyết minh số 39.1),Trong đó: Trả trước cho người bán là bên liên quan(chi tiết tại Thuyết minh số 39.1),1.317.001.980.752,-,2.958.803.207.210,-,1317001980752.0,,2958803207210.0,
