row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Chi phí lãi vay > Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,347.807.050.783,209.125.394.786,347807050783.0,209125394786.0
Khác,Chi phí lãi vay > Khác,Khác,6.325.000.000,1.223.150.685,6325000000.0,1223150685.0
,,,354.132.050.783,210.348.545.471,354132050783.0,210348545471.0
Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Tiền vay đã nhận trong năm > Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,22.308.622.691.138,18.622.079.067.078,22308622691138.0,18622079067078.0
Khác,Tiền vay đã nhận trong năm > Khác,Khác,-,90.000.000.000,,90000000000.0
,,,22.308.622.691.138,18.712.079.067.078,22308622691138.0,18712079067078.0
Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Chi trả nợ gốc vay trong năm > Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,15.452.327.804.039,19.041.206.697.120,15452327804039.0,19041206697120.0
Khác,Chi trả nợ gốc vay trong năm > Khác,Khác,-,20.000.000.000,,20000000000.0
,,,15.452.327.804.039,19.061.206.697.120,15452327804039.0,19061206697120.0
Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,,
Ngân hàng TMCP Phát triểnTP. Hồ Chí Minh,Ngân hàng TMCP Phát triểnTP. Hồ Chí Minh,Ngân hàng TMCP Phát triểnTP. Hồ Chí Minh,,,,
Gửi tiền,Ngân hàng TMCP Phát triểnTP. Hồ Chí Minh > Gửi tiền,Gửi tiền,65.750.000.000,1.485.000.000.000,65750000000.0,1485000000000.0
Thu hồi tiền gửi,Ngân hàng TMCP Phát triểnTP. Hồ Chí Minh > Thu hồi tiền gửi,Thu hồi tiền gửi,(109.000.000.000),(2.685.000.000.000),-109000000000.0,-2685000000000.0
Thu nhập từ cổ tức,Thu nhập từ cổ tức,Thu nhập từ cổ tức,Thu nhập từ cổ tức,Thu nhập từ cổ tức,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Thu nhập từ cổ tức > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,7.652.055.000,7.652.055.000,7652055000.0,7652055000.0
,,,7.652.055.000,7.652.055.000,7652055000.0,7652055000.0
"Lãi từ cho vay, lãi đầu tư, tiền gửi ngân","Lãi từ cho vay, lãi đầu tư, tiền gửi ngân","Lãi từ cho vay, lãi đầu tư, tiền gửi ngân","Lãi từ cho vay, lãi đầu tư, tiền gửi ngân","Lãi từ cho vay, lãi đầu tư, tiền gửi ngân",,
"Thai Vietjet Air Joint Stock Co., Ltd.","Lãi từ cho vay, lãi đầu tư, tiền gửi ngân > Thai Vietjet Air Joint Stock Co., Ltd.","Thai Vietjet Air Joint Stock Co., Ltd.",493.426.038.210,419.137.724.739,493426038210.0,419137724739.0
Khác,"Lãi từ cho vay, lãi đầu tư, tiền gửi ngân > Khác",Khác,26.817.821.148,38.593.183.846,26817821148.0,38593183846.0
,,,520.243.859.358,457.730.908.585,520243859358.0,457730908585.0
Đầu tư thương mại tàu bay/ Tài sản cổ định,Đầu tư thương mại tàu bay/ Tài sản cổ định,Đầu tư thương mại tàu bay/ Tài sản cổ định,Đầu tư thương mại tàu bay/ Tài sản cổ định,Đầu tư thương mại tàu bay/ Tài sản cổ định,,
Angelica Holding Limited,Đầu tư thương mại tàu bay/ Tài sản cổ định > Angelica Holding Limited,Angelica Holding Limited,9.102.536.815.039,1.146.291.475.201,9102536815039.0,1146291475201.0
,,,9.102.536.815.039,1.146.291.475.201,9102536815039.0,1146291475201.0
Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,,
Hội đồng quản trị,Các khoản chi cho các nhân sự quản lý chủ chốt > Hội đồng quản trị,Hội đồng quản trị,7.007.494.506,8.371.149.048,7007494506.0,8371149048.0
Ban Điều hành,Các khoản chi cho các nhân sự quản lý chủ chốt > Ban Điều hành,Ban Điều hành,7.710.613.394,7.588.310.000,7710613394.0,7588310000.0
,,,14.718.107.900,15.959.459.048,14718107900.0,15959459048.0
