row_label_raw,row_label_full,col_0,01/01/2025VND,Số phải thu trong nămVND,Số đã khấu trừ trong nămVND,Số đã thực hoàn trong nămVND,31/12/2025VND,numeric__01/01/2025VND,numeric__Số phải thu trong nămVND,numeric__Số đã khấu trừ trong nămVND,numeric__Số đã thực hoàn trong nămVND,numeric__31/12/2025VND
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,6.675.640.802,1.852.724.122.325,(1.853.182.326.369),-,6.217.436.758,6675640802.0,1852724122325.0,-1853182326369.0,,6217436758.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,6.675.640.802,1.852.724.122.325,(1.853.182.326.369),-,6.217.436.758,6675640802.0,1852724122325.0,-1853182326369.0,,6217436758.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,34.712.786.646,90.481.345.086,(44.622.517.470),(69.270.895.865),11.300.718.397,34712786646.0,90481345086.0,-44622517470.0,-69270895865.0,11300718397.0
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,31.978.011.981,2.762.419.838,(31.978.011.981),-,2.762.419.838,31978011981.0,2762419838.0,-31978011981.0,,2762419838.0
Thuế hàng hóa và dịch vụ tại nước ngoài,Thuế hàng hóa và dịch vụ tại nước ngoài,Thuế hàng hóa và dịch vụ tại nước ngoài,2.734.774.665,87.648.895.071,(12.644.505.489),(69.270.895.865),8.468.268.382,2734774665.0,87648895071.0,-12644505489.0,-69270895865.0,8468268382.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,70.030.177,-,-,70.030.177,,70030177.0,,,70030177.0
,,,41.388.427.448,1.943.205.467.411,(1.897.804.843.839),(69.270.895.865),17.518.155.155,41388427448.0,1943205467411.0,-1897804843839.0,-69270895865.0,17518155155.0
