row_label_raw,row_label_full,Dưới 1 năm,31/12/2025VND > Dưới 1 năm,01/01/2025VND > Dưới 1 năm,numeric__31/12/2025VND > Dưới 1 năm,numeric__01/01/2025VND > Dưới 1 năm
Thanh toán mua tàu bay,Thanh toán mua tàu bay,Thanh toán mua tàu bay,25.766.914.602.102,17.445.936.478.286,25766914602102.0,17445936478286.0
Mua lại tàu bay thuê,Mua lại tàu bay thuê,Mua lại tàu bay thuê,67.541.804.718,180.241.886.178,67541804718.0,180241886178.0
Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,-,33.439.600.000,,33439600000.0
Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,,
Thanh toán mua tàu bay,Từ 1 năm đến 5 năm > Thanh toán mua tàu bay,Thanh toán mua tàu bay,112.536.965.359.382,95.881.759.643.535,112536965359382.0,95881759643535.0
Mua lại tàu bay thuê,Từ 1 năm đến 5 năm > Mua lại tàu bay thuê,Mua lại tàu bay thuê,-,65.606.308.310,,65606308310.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,Trên 5 năm,Trên 5 năm,,
Thanh toán mua tàu bay,Trên 5 năm > Thanh toán mua tàu bay,Thanh toán mua tàu bay,36.111.710.040.508,-,36111710040508.0,
,,,174.483.131.806.710,113.606.983.916.309,174483131806710.0,113606983916309.0
