row_label_raw,row_label_full,col_0,Dự phòng chi phíbảo dưỡngVND,Dự phòng hoàntrả tài sản thuêVND,TổngVND,numeric__Dự phòng chi phíbảo dưỡngVND,numeric__Dự phòng hoàntrả tài sản thuêVND,numeric__TổngVND
01/01/2025,01/01/2025,01/01/2025,18.077.782.029.579,1.582.481.142.697,19.660.263.172.276,18077782029579.0,1582481142697.0,19660263172276.0
Tăng dự phòngtrong năm,Tăng dự phòngtrong năm,Tăng dự phòngtrong năm,2.951.261.436.338,127.175.412.602,3.078.436.848.940,2951261436338.0,127175412602.0,3078436848940.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(2.662.167.995.865),(47.330.543.447),(2.709.498.539.312),-2662167995865.0,-47330543447.0,-2709498539312.0
31/12/2025,31/12/2025,31/12/2025,18.366.875.470.052,1.662.326.011.852,20.029.201.481.904,18366875470052.0,1662326011852.0,20029201481904.0
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.561.075.616.123,24.219.718.886,2.585.295.335.009,2561075616123.0,24219718886.0,2585295335009.0
Dài hạn,Dài hạn,Dài hạn,15.805.799.853.929,1.638.106.292.966,17.443.906.146.895,15805799853929.0,1638106292966.0,17443906146895.0
