row_label_raw,row_label_full,31/12/2025 > Giá trị VND,31/12/2025 > Dự phòng VND,01/01/2025 > Giá trị VND,01/01/2025 > Dự phòng VND,numeric__31/12/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị VND,numeric__01/01/2025 > Dự phòng VND
13.684.613.276.910,13.684.613.276.910,13.684.613.276.910,(153.343.970.040),11.364.962.887.070,(148.586.841.900),-153343970040.0,11364962887070.0,-148586841900.0
11.395.845.840.354,11.395.845.840.354,11.395.845.840.354,-,7.573.732.574.564,-,,7573732574564.0,
2.288.767.436.556,2.288.767.436.556,2.288.767.436.556,(153.343.970.040),3.791.230.312.506,(148.586.841.900),-153343970040.0,3791230312506.0,-148586841900.0
409.662.640.866,409.662.640.866,409.662.640.866,(153.343.970.040),1.448.542.543.800,(148.586.841.900),-153343970040.0,1448542543800.0,-148586841900.0
410.118.220.715,410.118.220.715,410.118.220.715,-,600.000.000.000,-,,600000000000.0,
796.251.183.272,796.251.183.272,796.251.183.272,-,1.446.270.576.642,,,1446270576642.0,
672.735.391.702,672.735.391.702,672.735.391.702,-,296.417.192.064,-,,296417192064.0,
4.941.233.765.415,4.941.233.765.415,4.941.233.765.415,-,4.648.331.762.954,-,,4648331762954.0,
4.941.233.765.415,4.941.233.765.415,4.941.233.765.415,,4.648.331.762.954,-,,4648331762954.0,
18.625.847.042.325,18.625.847.042.325,18.625.847.042.325,(153.343.970.040),16.013.294.650.024,(148.586.841.900),-153343970040.0,16013294650024.0,-148586841900.0
