row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
THÔNG TIN VỀ CÔNG TY,THÔNG TIN VỀ CÔNG TY,THÔNG TIN VỀ CÔNG TY,02,2.0
BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,03,3.0
BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,04 - 05,
BÀNG CẦN ĐỔI KẾ TOÁN HỢP NHẤT,BÀNG CẦN ĐỔI KẾ TOÁN HỢP NHẤT,BÀNG CẦN ĐỔI KẾ TOÁN HỢP NHẤT,06 - 08,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÀNG CẦN ĐỔI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,09,9.0
BÁO CÁO LU'U CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LU'U CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LU'U CHUYỀN TIỀN TỆ HỢP NHẤT,10 - 11,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,12 - 72,
