row_label_raw,row_label_full,col_0,Phải trả gốc,Phải trả gốc_1,Tổng phải trả thuê tài chính,numeric__Phải trả gốc,numeric__Phải trả gốc_1,numeric__Tổng phải trả thuê tài chính
,,,VND,VND,VND,,,
Số dư tại 01/01/2025,Số dư tại 01/01/2025,Số dư tại 01/01/2025,3.602.314.551.497,2.194.837.935.655,5.797.152.487.152,3602314551497.0,2194837935655.0,5797152487152.0
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,319.202.154.636,386.856.361.800,706.058.516.436,319202154636.0,386856361800.0,706058516436.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,1.277.241.576.086,1.199.825.469.018,2.477.067.045.104,1277241576086.0,1199825469018.0,2477067045104.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,2.005.870.820.775,608.156.104.837,2.614.026.925.612,2005870820775.0,608156104837.0,2614026925612.0
Số dư tại 31/12/2025,Số dư tại 31/12/2025,Số dư tại 31/12/2025,3.389.247.219.028,1.856.241.737.808,5.245.488.956.836,3389247219028.0,1856241737808.0,5245488956836.0
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,329.560.875.730,362.465.006.020,692.025.881.750,329560875730.0,362465006020.0,692025881750.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,1.318.743.336.660,1.080.782.763.462,2.399.526.100.122,1318743336660.0,1080782763462.0,2399526100122.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,1.740.943.006.638,412.993.968.326,2.153.936.974.964,1740943006638.0,412993968326.0,2153936974964.0
