row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Doanh thu vận chuyển,Doanh thu vận chuyển,Doanh thu vận chuyển,64.293.810.624.260,59.702.948.948.134,64293810624260.0,59702948948134.0
Doanh thu vận tải hàng hóa và hoạt động phụ trợ,Doanh thu vận tải hàng hóa và hoạt động phụ trợ,Doanh thu vận tải hàng hóa và hoạt động phụ trợ,25.280.000.951.992,24.205.457.975.780,25280000951992.0,24205457975780.0
Vận chuyển hành khách quốc tế bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách quốc tế bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách quốc tế bao gồm vận chuyển hành khách theo chuyển,22.630.842.614.505,21.029.167.870.588,22630842614505.0,21029167870588.0
Vận chuyển hành khách nội địa bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách nội địa bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách nội địa bao gồm vận chuyển hành khách theo chuyển,16.382.967.057.763,14.468.323.101.766,16382967057763.0,14468323101766.0
Doanh thu từ bán tàu bay và động cơ,Doanh thu từ bán tàu bay và động cơ,Doanh thu từ bán tàu bay và động cơ,13.507.840.000.000,9.167.096.000.000,13507840000000.0,9167096000000.0
Doanh thu từ cho thuê khô tàu bay,Doanh thu từ cho thuê khô tàu bay,Doanh thu từ cho thuê khô tàu bay,1.989.679.850.759,1.819.925.470.392,1989679850759.0,1819925470392.0
Doanh thu chuyển quyền thương mại tàu bay,Doanh thu chuyển quyền thương mại tàu bay,Doanh thu chuyển quyền thương mại tàu bay,1.153.009.000.000,678.680.000.000,1153009000000.0,678680000000.0
Doanh thu từ bán vật tư kỹ thuật,Doanh thu từ bán vật tư kỹ thuật,Doanh thu từ bán vật tư kỹ thuật,515.307.468.605,7.135.754.408,515307468605.0,7135754408.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,633.302.730.782,669.500.170.790,633302730782.0,669500170790.0
,,,82.092.949.674.406,72.045.286.343.724,82092949674406.0,72045286343724.0
