row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 VND,1/1/2020 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__1/1/2020 VND Đã điều chỉnh lại
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,9.951.059.544.130,11.882.499.919.383,300.0,,9951059544130.0,11882499919383.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,5.674.168.895.580,7.301.440.420.908,310.0,,5674168895580.0,7301440420908.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,21,1.360.143.971.837,1.349.816.540.799,311.0,21.0,1360143971837.0,1349816540799.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,100.572.078.470,74.776.634.082,312.0,,100572078470.0,74776634082.0
Thuế và các khoản phải nộp Nhà nước,NGUỒN VỐN > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,22(b),59.310.012.282,60.442.550.710,313.0,,59310012282.0,60442550710.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,508.560.004.107,562.443.228.583,314.0,,508560004107.0,562443228583.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,23(a),95.225.574.665,89.510.100.874,315.0,,95225574665.0,89510100874.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,25,27.441.285.822,13.679.365.174,318.0,25.0,27441285822.0,13679365174.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,24(a),130.034.697.203,456.063.772.448,319.0,,130034697203.0,456063772448.0
Vay và nợ thuê tài chính ngắn hạn,NGUỒN VỐN > Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,26(a),3.200.971.544.909,4.531.543.973.875,320.0,,3200971544909.0,4531543973875.0
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,27,5.634.013.216,2.314.337.751,321.0,27.0,5634013216.0,2314337751.0
"Quỹ khen thưởng, phúc lợi","NGUỒN VỐN > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,28,186.275.713.069,160.849.916.612,322.0,28.0,186275713069.0,160849916612.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,4.276.890.648.550,4.581.059.498.475,330.0,,4276890648550.0,4581059498475.0
Phải trả người bán dài hạn,NGUỒN VỐN > Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,,42.585.396.057,17.600.000,331.0,,42585396057.0,17600000.0
Người mua trả tiền trước dài hạn,NGUỒN VỐN > Người mua trả tiền trước dài hạn,Người mua trả tiền trước dài hạn,332,,16.140.080.972,21.147.559.587,332.0,,16140080972.0,21147559587.0
Chi phí phải trả dài hạn,NGUỒN VỐN > Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,23(b),22.768.128.000,23.716.800.000,333.0,,22768128000.0,23716800000.0
Doanh thu chưa thực hiện dài hạn,NGUỒN VỐN > Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,336,25,337.676.188.800,328.411.892.102,336.0,25.0,337676188800.0,328411892102.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,24(b),80.920.296.553,95.938.343.430,337.0,,80920296553.0,95938343430.0
Vay và nợ thuê tài chính dài hạn,NGUỒN VỐN > Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,26(b),3.685.762.065.617,4.021.815.432.977,338.0,,3685762065617.0,4021815432977.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,20,64.084.982.111,62.239.358.739,341.0,20.0,64084982111.0,62239358739.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,27,26.953.510.440,27.772.511.640,342.0,27.0,26953510440.0,27772511640.0
