row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2020VND > 29.363.702.910,Thuế GTGTđầu raVND > 676.559.096.842,Số phải nộptrong nămVND > -,Số đã nộp/được hoàntrong nămVND > (203.963.902.665),Bù trừ với thuếGTGT đầu vào/sốphải thuVND > (479.159.466.457),31/12/2020VND > 22.799.430.630,numeric__1/1/2020VND > 29.363.702.910,numeric__Thuế GTGTđầu raVND > 676.559.096.842,numeric__Số phải nộptrong nămVND > -,numeric__Số đã nộp/được hoàntrong nămVND > (203.963.902.665),numeric__Bù trừ với thuếGTGT đầu vào/sốphải thuVND > (479.159.466.457),numeric__31/12/2020VND > 22.799.430.630
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,16.162.399,-,1.201.674.894,(1.063.881.551),-,153.955.742,16162399.0,,1201674894.0,-1063881551.0,,153955742.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,8.606.013.113,-,30.059.225.708,(36.136.184.652),-,2.529.054.169,8606013113.0,,30059225708.0,-36136184652.0,,2529054169.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,8.384.077.397,-,16.938.172.249,(20.276.257.780),-,5.045.991.866,8384077397.0,,16938172249.0,-20276257780.0,,5045991866.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,295.619.546,-,1.954.486.461,(2.032.895.432),-,217.210.575,295619546.0,,1954486461.0,-2032895432.0,,217210575.0
Thuế nhà đất,Thuế nhà đất,Thuế nhà đất,13.773.946.000,-,14.847.119.696,(266.115.414),-,28.354.950.282,13773946000.0,,14847119696.0,-266115414.0,,28354950282.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,21.837.141.806,(21.837.141.806),-,-,,,21837141806.0,-21837141806.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.029.345,-,4.059.387.618,(3.852.997.945),-,209.419.018,3029345.0,,4059387618.0,-3852997945.0,,209419018.0
,,,60.442.550.710,676.559.096.842,90.897.208.432,(289.429.377.245),(479.159.466.457),59.310.012.282,60442550710.0,676559096842.0,90897208432.0,-289429377245.0,-479159466457.0,59310012282.0
