row_label_raw,row_label_full,Lợi nhuận thuần trong năm phân bổ cho các cổ đông công ty mẹ (VND),2020 > 327.655.808.809,2019 > Đã điều chỉnh lại > 519.521.527.686,numeric__2020 > 327.655.808.809,numeric__2019 > Đã điều chỉnh lại > 519.521.527.686
"Số phân bổ vào quỹ khen thưởng, phúc lợi (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (VND) (*)",(42.885.345.312),(42.885.345.312),-42885345312.0,-42885345312.0
Lợi nhuận thuần thuộc về các cổ đông phổ thông của Tập đoàn Đệt May Việt Nam (VND),Lợi nhuận thuần thuộc về các cổ đông phổ thông của Tập đoàn Đệt May Việt Nam (VND),Lợi nhuận thuần thuộc về các cổ đông phổ thông của Tập đoàn Đệt May Việt Nam (VND),284.770.463.497,476.636.182.374,284770463497.0,476636182374.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),500.000.000,500.000.000,500000000.0,500000000.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),570,953,570.0,953.0
