row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 VND,1/1/2020 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__1/1/2020 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,7.301.936.228.739,9.327.841.126.519,100.0,,7301936228739.0,9327841126519.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,469.771.140.126,412.299.064.625,110.0,6.0,469771140126.0,412299064625.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,295.552.267.018,294.068.859.146,111.0,,295552267018.0,294068859146.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,174.218.873.108,118.230.205.479,112.0,,174218873108.0,118230205479.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,1.519.924.436.987,1.717.957.810.829,120.0,,1519924436987.0,1717957810829.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,7(a),1.519.924.436.987,1.717.957.810.829,123.0,,1519924436987.0,1717957810829.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.659.588.551.038,3.300.485.481.917,130.0,,2659588551038.0,3300485481917.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,8,1.717.590.972.331,2.221.905.904.397,131.0,8.0,1717590972331.0,2221905904397.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,179.836.265.974,154.581.082.303,132.0,,179836265974.0,154581082303.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9,180.514.224.180,163.891.444.792,135.0,9.0,180514224180.0,163891444792.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10(a),897.730.924.354,1.059.601.548.580,136.0,,897730924354.0,1059601548580.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,11,(317.773.121.729),(299.555.928.347),137.0,11.0,-317773121729.0,-299555928347.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,1.689.285.928,61.430.192,139.0,,1689285928.0,61430192.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,12,2.444.162.902.391,3.632.577.906.079,140.0,12.0,2444162902391.0,3632577906079.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,2.508.124.773.121,3.697.724.041.470,141.0,,2508124773121.0,3697724041470.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(63.961.870.730),(65.146.135.391),149.0,,-63961870730.0,-65146135391.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,208.489.198.197,264.520.863.069,150.0,,208489198197.0,264520863069.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,19(a),25.566.120.760,46.189.843.113,151.0,,25566120760.0,46189843113.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,179.056.603.128,215.127.869.896,152.0,,179056603128.0,215127869896.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,22(a),3.866.474.309,3.203.150.060,153.0,,3866474309.0,3203150060.0
