row_label_raw,row_label_full,Đơn vị khác > Các khoản đầu tư vàocổ phiếu trên thị trường▪ Ngân hàng TMPCCông thươngViệt Nam (**),"Tỷ lệ %sở hữu > Đơn vị khác > 0,01%","Tỷ lệ %quyềnbiểu quyết > Đơn vị khác > 0,01%",31/12/2020 > Giá trịghi sốVND > Đơn vị khác > 1.348.555.000,31/12/2020 > Dự phòngVND > Đơn vị khác > -,31/12/2020 > Giá trịhợp lýVND > Đơn vị khác > 3.239.705.150,"Tỷ lệ %quyềnbiểu quyết > Đơn vị khác > 0,01%_1","Tỷ lệ %quyềnbiểu quyết > Đơn vị khác > 0,01%_2",1/1/2020 > Giá trịghi sốVNDĐã điều chỉnh lại > Đơn vị khác > 1.348.555.000,1/1/2020 > Dự phòngVNDĐã điều chỉnh lại > Đơn vị khác > -,1/1/2020 > Giá trịhợp lýVND > Đơn vị khác > 2.562.254.500,"numeric__Tỷ lệ %sở hữu > Đơn vị khác > 0,01%","numeric__Tỷ lệ %quyềnbiểu quyết > Đơn vị khác > 0,01%",numeric__31/12/2020 > Giá trịghi sốVND > Đơn vị khác > 1.348.555.000,numeric__31/12/2020 > Dự phòngVND > Đơn vị khác > -,numeric__31/12/2020 > Giá trịhợp lýVND > Đơn vị khác > 3.239.705.150,"numeric__Tỷ lệ %quyềnbiểu quyết > Đơn vị khác > 0,01%_1","numeric__Tỷ lệ %quyềnbiểu quyết > Đơn vị khác > 0,01%_2",numeric__1/1/2020 > Giá trịghi sốVNDĐã điều chỉnh lại > Đơn vị khác > 1.348.555.000,numeric__1/1/2020 > Dự phòngVNDĐã điều chỉnh lại > Đơn vị khác > -,numeric__1/1/2020 > Giá trịhợp lýVND > Đơn vị khác > 2.562.254.500
Các khoản đầu tư vào công cụ vốn chủ sở hữu khác▪ Công ty Cổ phần TCEVINA DENIM,Các khoản đầu tư vào công cụ vốn chủ sở hữu khác▪ Công ty Cổ phần TCEVINA DENIM,Các khoản đầu tư vào công cụ vốn chủ sở hữu khác▪ Công ty Cổ phần TCEVINA DENIM,"2,5%","2,5%",19.450.204.510,(11.394.827.652),(*),"2,8%","2,8%",19.450.204.510,(11.047.595.992),(*),0.025,0.025,19450204510.0,-11394827652.0,,0.027999999999999997,0.027999999999999997,19450204510.0,-11047595992.0,
▪ Công ty Cổ phần Đầu turvà Phát triển Bình Thắng,▪ Công ty Cổ phần Đầu turvà Phát triển Bình Thắng,▪ Công ty Cổ phần Đầu turvà Phát triển Bình Thắng,"18,02%","18,02%",6.305.925.360,-,(*),"18,02%","18,02%",6.305.925.360,-,(*),0.1802,0.1802,6305925360.0,,,0.1802,0.1802,6305925360.0,,
▪ Các khoản đầu tư khác,▪ Các khoản đầu tư khác,▪ Các khoản đầu tư khác,,,189.759.192.284,(50.321.712.374),(*),,,189.959.192.284,(17.220.539.705),(*),,,189759192284.0,-50321712374.0,,,,189959192284.0,-17220539705.0,
,,,,,216.863.877.154,(61.716.540.026),,,,217.063.877.154,(28.268.135.697),,,,216863877154.0,-61716540026.0,,,,217063877154.0,-28268135697.0,
