row_label_raw,row_label_full,col_0,1/1/2020(dã điều chỉnh lại)VND,1/1/2020(theo báo cáotrước đây)VND,numeric__1/1/2020(dã điều chỉnh lại)VND,numeric__1/1/2020(theo báo cáotrước đây)VND
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,1.059.601.548.580,1.072.867.342.729,1059601548580.0,1072867342729.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,2.142.674.504.385,2.146.875.320.334,2142674504385.0,2146875320334.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,217.063.877.154,216.605.976.303,217063877154.0,216605976303.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,456.063.772.448,467.445.800.584,456063772448.0,467445800584.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,30.361.932.352,29.911.650.892,30361932352.0,29911650892.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,(751.951.666.799),(739.634.553.737),-751951666799.0,-739634553737.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,745.261.787.239,739.021.636.748,745261787239.0,739021636748.0
