row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuếĐiều chỉnh cho các khoản,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuếĐiều chỉnh cho các khoản,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,01,,593.395.043.113,766.289.195.071,1.0,,593395043113.0,766289195071.0
Khấu hao và phân bổ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,810.991.058.426,836.391.575.493,2.0,,810991058426.0,836391575493.0
Các khoản dự phòng,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,,52.969.337.315,(134.035.162.752),3.0,,52969337315.0,-134035162752.0
Lãi chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Lãi chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,Lãi chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,04,,(3.544.455.925),(8.315.325.651),4.0,,-3544455925.0,-8315325651.0
có gốc ngoại tệ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > có gốc ngoại tệ,có gốc ngoại tệ,05,,(747.414.125.149),(981.681.019.954),5.0,,-747414125149.0,-981681019954.0
Lãi từ hoạt động đầu tư,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,06,,332.065.048.311,517.331.839.298,6.0,,332065048311.0,517331839298.0
Chi phí lãi vay,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,,,6.0,,,
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,1.038.461.906.091,995.981.101.505,8.0,,1038461906091.0,995981101505.0
Biến động các khoản phải thu,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,443.768.548.832,(470.490.215.781),9.0,,443768548832.0,-470490215781.0
Biến động hàng tồn kho,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,842.384.643.421,848.235.653.715,10.0,,842384643421.0,848235653715.0
Biến động các khoản phải trả và nợ phải trả khác,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,89.297.528.856,377.215.667.270,11.0,,89297528856.0,377215667270.0
Biến động chi phí trả trước,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,9.057.035.137,(9.283.961.363),12.0,,9057035137.0,-9283961363.0
,,,,,2.422.969.662.337,1.741.658.245.346,,,2422969662337.0,1741658245346.0
Tiền lãi vay đã trả,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(326.706.440.315),(531.412.745.817),14.0,,-326706440315.0,-531412745817.0
Thuế thu nhập doanh nghiệp đã nộp,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(35.989.610.913),(39.397.017.526),15.0,,-35989610913.0,-39397017526.0
Trả về Quỹ Hỗ trợ Sắp xếp và Phát triển Doanh nghiệp,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Trả về Quỹ Hỗ trợ Sắp xếp và Phát triển Doanh nghiệp,Trả về Quỹ Hỗ trợ Sắp xếp và Phát triển Doanh nghiệp,17,,(357.614.866.635),-,17.0,,-357614866635.0,
Tiền chi khác cho hoạt động kinh doanh,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(45.707.957.941),(77.286.553.933),17.0,,-45707957941.0,-77286553933.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,1.656.950.786.533,1.093.561.928.070,20.0,,1656950786533.0,1093561928070.0
