row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2020 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2020 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2020 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2020 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2020 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2020 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2020 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2020 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn
▪ Tiền gửi có kỳ hạn (i),▪ Tiền gửi có kỳ hạn (i),▪ Tiền gửi có kỳ hạn (i),1.504.924.436.987,1.517.812.856.204,1.717.957.810.829,1.738.542.122.911,1504924436987.0,1517812856204.0,1717957810829.0,1738542122911.0
▪ Trái phiếu (ii),▪ Trái phiếu (ii),▪ Trái phiếu (ii),10.000.000.000,(*),-,-,10000000000.0,,,
▪ Trái phiếu (iii),▪ Trái phiếu (iii),▪ Trái phiếu (iii),5.000.000.000,(*),-,-,5000000000.0,,,
,,,1.519.924.436.987,,1.717.957.810.829,1.738.542.122.911,1519924436987.0,,1717957810829.0,1738542122911.0
Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,,,,
▪ Trái phiếu (iv),Đầu tư nắm giữ đến ngày đáo hạn – dài hạn > ▪ Trái phiếu (iv),▪ Trái phiếu (iv),4.200.000.000,(*),3.700.000.000,(*),4200000000.0,,3700000000.0,
