row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 VND,1/1/2020 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__1/1/2020 VND Đã điều chỉnh lại
VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),400,29,8.068.616.897.612,7.934.022.361.082,400.0,29.0,8068616897612.0,7934022361082.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,8.042.319.126.650,7.905.682.963.100,410.0,,8042319126650.0,7905682963100.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,30,5.000.000.000.000,5.000.000.000.000,411.0,30.0,5000000000000.0,5000000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,30.361.932.352,30.361.932.352,412.0,,30361932352.0,30361932352.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,42.307.195.973,39.707.195.973,414.0,,42307195973.0,39707195973.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,(751.951.666.799),(751.951.666.799),416.0,,-751951666799.0,-751951666799.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,32,586.085.418.175,543.609.956.752,418.0,32.0,586085418175.0,543609956752.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,716.755.393.839,745.261.787.239,421.0,,716755393839.0,745261787239.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,389.099.585.030,225.740.259.553,,,389099585030.0,225740259553.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,327.655.808.809,519.521.527.686,,,327655808809.0,519521527686.0
Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,422,33,543.092.845.095,550.677.792.232,422.0,33.0,543092845095.0,550677792232.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,1.875.668.008.015,1.748.015.965.351,429.0,,1875668008015.0,1748015965351.0
Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,430,,26.297.770.962,28.339.397.982,430.0,,26297770962.0,28339397982.0
Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,432,,26.297.770.962,28.339.397.982,432.0,,26297770962.0,28339397982.0
TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,18.019.676.441.742,19.816.522.280.465,440.0,,18019676441742.0,19816522280465.0
